indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,n_veranos,anio_ini,anio_fin,noches_posibles,nivel_partida,nivel_final,cambio_absoluto,pendiente_noches_anio,ic95_inf,ic95_sup,ic95_excluye_cero,r2,error_std,cerca_del_techo,posible_inhomogeneidad,salto_max_veranos,serie,fuente
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.0069,-15.5989,13.6,litoral,>1200,10,2017,2026,81,13.33,20.0,6.67,0.8667,-0.7888,2.5221,no,0.1541,0.7179,no,no,-14.0,2017:24;2018:10;2019:6;2020:13;2021:16;2022:26;2023:22;2024:17;2025:25;2026:18,AEMET
0016B,REUS (CENTRE LECTURA),TARRAGONA,118.0,41.1542,1.1089,9.4,litoral,<200,8,2017,2025,81,56.67,63.0,6.33,1.3,-0.9578,3.5578,no,0.2486,0.9227,no,no,18.0,2017:57;2018:60;2019:53;2020:54;2022:72;2023:64;2024:54;2025:71,AEMET
0429X,FIGUERES,GIRONA,45.0,42.2592,2.9603,13.5,litoral,<200,10,2017,2026,81,43.0,49.33,6.33,1.2727,-0.5972,3.1426,no,0.2354,0.8109,no,no,21.0,2017:45;2018:39;2019:45;2020:43;2021:35;2022:56;2023:47;2024:37;2025:52;2026:59,AEMET
1056K,FORUA,BIZKAIA,45.0,43.3425,-2.6711,6.7,litoral,<200,10,2017,2026,81,0.67,7.0,6.33,0.8727,0.2857,1.4597,si,0.595,0.2545,no,no,5.0,2017:0;2018:1;2019:1;2020:2;2021:1;2022:2;2023:0;2024:4;2025:6;2026:11,AEMET
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,43.3933,-4.3922,0.4,litoral,<200,9,2017,2026,81,1.33,7.67,6.33,0.8973,0.0843,1.7103,si,0.4932,0.3438,no,no,9.0,2017:0;2018:1;2019:3;2020:4;2021:0;2023:1;2024:6;2025:4;2026:13,AEMET
1583X,O BARCO DE VALDEORRAS,OURENSE,315.0,42.4156,-6.9931,103.5,interior,200-500,9,2017,2026,81,2.67,9.0,6.33,0.8958,-0.196,1.9877,no,0.3498,0.4617,no,no,10.0,2017:4;2018:3;2019:1;2021:0;2022:10;2023:2;2024:7;2025:5;2026:15,AEMET
4193Y,EL ROBLEDO,CIUDAD REAL,587.0,39.2169,-4.2828,258.3,interior,500-800,9,2017,2026,81,12.0,18.33,6.33,0.9103,-0.325,2.1455,no,0.3026,0.5223,no,no,-12.0,2017:18;2018:6;2019:12;2020:17;2021:11;2022:17;2023:13;2025:23;2026:19,AEMET
7138B,JUMILLA,MURCIA,485.0,38.4589,-1.3353,69.9,interior,200-500,10,2017,2026,81,9.33,15.67,6.33,1.1879,-0.119,2.4948,no,0.3545,0.5667,no,si,16.0,2017:12;2018:7;2019:9;2020:5;2021:10;2022:10;2023:26;2024:14;2025:16;2026:17,AEMET
8376,JABALOYAS,TERUEL,1430.0,40.2361,-1.4117,118.3,interior,>1200,10,2017,2026,81,3.67,10.0,6.33,1.0485,0.4049,1.6921,si,0.6382,0.2791,no,no,7.0,2017:5;2018:1;2019:5;2020:2;2021:4;2022:7;2023:9;2024:7;2025:8;2026:15,AEMET
8503Y,TORREBLANCA,CASTELLON,35.0,40.2114,0.1836,3.3,litoral,<200,9,2017,2026,81,55.67,62.0,6.33,1.0608,-0.0087,2.1303,no,0.4401,0.4522,no,si,15.0,2017:54;2018:58;2019:55;2020:54;2022:59;2023:61;2024:54;2025:69;2026:63,AEMET
8520X,LA POBLA DE BENIFASSÀ-FREDES,CASTELLON,1165.0,40.6936,0.1653,33.9,interior,800-1200,8,2017,2026,81,0.67,7.0,6.33,0.9444,0.4768,1.4121,si,0.8028,0.1911,no,no,3.0,2017:1;2018:0;2021:1;2022:4;2023:5;2024:4;2025:7;2026:10,AEMET
9301X,MONTEAGUDO,NAVARRA,410.0,41.9589,-1.6906,149.1,interior,200-500,10,2017,2026,81,3.0,9.33,6.33,0.9455,0.2395,1.6514,si,0.5438,0.3061,no,no,5.0,2017:3;2018:2;2019:4;2020:3;2021:1;2022:4;2023:3;2024:5;2025:9;2026:14,AEMET
9894Y,SARIÑENA,HUESCA,300.0,41.7992,-0.1608,126.6,interior,200-500,10,2017,2026,81,9.0,15.33,6.33,1.1939,0.0123,2.3756,si,0.4043,0.5124,no,si,16.0,2017:7;2018:7;2019:13;2020:10;2021:7;2022:23;2023:16;2024:12;2025:13;2026:21,AEMET
B301,"LLUCMAJOR, RADAR",BALEARES,113.0,39.3797,2.785,0.4,litoral,<200,10,2017,2026,81,51.0,57.33,6.33,1.4606,-0.2294,3.1506,no,0.3318,0.7329,no,no,17.0,2017:50;2018:47;2019:56;2020:43;2021:46;2022:63;2023:58;2024:48;2025:59;2026:65,AEMET
B434X,PORTOCOLOM  ,BALEARES,17.0,39.4144,3.2717,1.7,litoral,<200,10,2017,2026,81,54.67,61.0,6.33,1.1697,-0.0347,2.374,no,0.3854,0.5223,no,no,12.0,2017:56;2018:53;2019:55;2020:50;2021:56;2022:68;2023:60;2024:55;2025:63;2026:65,AEMET
B691Y,SA POBLA,BALEARES,32.0,39.7492,3.0167,10.7,litoral,<200,9,2017,2026,81,24.67,31.0,6.33,1.0855,-1.4956,3.6666,no,0.1238,1.0914,no,no,-18.0,2017:31;2019:29;2020:14;2021:25;2022:36;2023:40;2024:22;2025:28;2026:43,AEMET
B825B,ES MERCADAL,BALEARES,80.0,39.9906,4.0864,7.7,litoral,<200,10,2017,2026,81,49.33,55.67,6.33,1.5576,-0.7483,3.8635,no,0.2327,1.0,no,no,21.0,2017:54;2018:41;2019:53;2020:38;2021:42;2022:63;2023:59;2024:44;2025:58;2026:65,AEMET
B908X,SANT JOAN DE LABRITJA,BALEARES,110.0,39.0561,1.4925,4.9,litoral,<200,9,2017,2026,81,16.67,23.0,6.33,0.9206,-0.9743,2.8155,no,0.1587,0.8012,no,no,13.0,2017:22;2018:19;2020:9;2021:15;2022:21;2023:32;2024:22;2025:17;2026:30,AEMET
C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,28.3592,-16.4017,3.1,litoral,200-500,10,2017,2026,81,9.33,15.67,6.33,0.7758,-0.6274,2.1789,no,0.1689,0.6085,no,no,-14.0,2017:19;2018:5;2019:4;2020:16;2021:10;2022:11;2023:18;2024:12;2025:14;2026:21,AEMET
C669B,ARUCAS,LAS PALMAS,86.0,28.1417,-15.5067,0.4,litoral,<200,10,2017,2026,81,38.33,44.67,6.33,0.9576,-2.5557,4.4708,no,0.0471,1.5235,no,no,-37.0,2017:47;2018:32;2019:36;2020:67;2021:30;2022:44;2023:68;2024:36;2025:47;2026:51,AEMET
0076,BARCELONA AEROPUERTO,BARCELONA,4.0,41.2928,2.07,0.3,litoral,<200,10,2017,2026,81,59.0,65.0,6.0,1.097,-0.1877,2.3816,no,0.3265,0.5571,no,no,12.0,2017:59;2018:62;2019:56;2020:54;2021:61;2022:71;2023:65;2024:58;2025:70;2026:67,AEMET
0158O,MONTSERRAT,BARCELONA,738.0,41.5944,1.8392,37.1,interior,500-800,8,2017,2025,81,19.67,25.67,6.0,1.1189,-0.7092,2.947,no,0.2721,0.7471,no,no,-10.0,2017:23;2018:13;2019:23;2020:18;2021:13;2023:23;2024:22;2025:32,AEMET
3129,MADRID AEROPUERTO,MADRID,609.0,40.4667,-3.5556,294.6,interior,500-800,10,2017,2026,81,17.67,23.67,6.0,0.9273,-1.0498,2.9044,no,0.1276,0.8574,no,no,28.0,2017:20;2018:11;2019:22;2020:20;2021:5;2022:33;2023:15;2024:21;2025:24;2026:26,AEMET
6172X,MÁLAGA,MALAGA,25.0,36.7167,-4.4197,0.7,litoral,<200,9,2017,2025,81,65.67,71.67,6.0,0.7667,-1.3115,2.8448,no,0.0981,0.8787,si,si,-17.0,2017:77;2018:60;2019:60;2020:67;2021:62;2022:69;2023:71;2024:66;2025:78,AEMET
7031X,SAN JAVIER AEROPUERTO,MURCIA,4.0,37.7783,-0.8058,0.4,litoral,<200,9,2017,2026,81,57.0,63.0,6.0,0.8855,-0.3704,2.1414,no,0.2843,0.531,no,si,-8.0,2017:62;2018:54;2019:55;2020:53;2021:55;2022:54;2023:59;2024:65;2026:65,AEMET
7080X,MORATALLA,MURCIA,955.0,38.2683,-1.9864,97.1,interior,800-1200,10,2017,2026,81,10.0,16.0,6.0,0.9455,-0.093,1.9839,no,0.3552,0.4503,no,no,8.0,2017:13;2018:6;2019:11;2020:5;2021:10;2022:6;2023:13;2024:14;2025:13;2026:21,AEMET
8283X,ONTINYENT,VALENCIA,350.0,38.8294,-0.6078,43.0,interior,200-500,10,2017,2026,81,29.0,35.0,6.0,1.2242,-0.8631,3.3115,no,0.1861,0.9052,no,si,23.0,2017:32;2018:30;2019:25;2020:20;2021:19;2022:20;2023:43;2024:28;2025:39;2026:38,AEMET
8337X,TURÍS,VALENCIA,186.0,39.3922,-0.6247,26.2,litoral,<200,9,2017,2026,81,14.0,20.0,6.0,1.3378,-0.8506,3.5263,no,0.2299,0.9254,no,si,26.0,2017:18;2018:15;2019:9;2020:7;2021:9;2023:35;2024:14;2025:22;2026:24,AEMET
8439X,SEGORBE,CASTELLON,400.0,39.7956,-0.4853,26.2,litoral,200-500,9,2017,2026,81,2.0,8.0,6.0,1.0309,-0.1503,2.2121,no,0.3784,0.4994,no,no,-12.0,2017:3;2018:3;2020:0;2021:2;2022:5;2023:12;2024:0;2025:12;2026:12,AEMET
B013X,"ESCORCA, LLUC",BALEARES,490.0,39.8233,2.8858,5.1,litoral,200-500,10,2017,2026,81,5.67,11.67,6.0,1.3212,-0.4459,3.0884,no,0.2709,0.7663,no,no,-19.0,2017:8;2018:1;2019:8;2020:6;2021:9;2022:10;2023:25;2024:6;2025:6;2026:23,AEMET
B614E,MANACOR,BALEARES,100.0,39.5569,3.2178,8.8,litoral,<200,10,2017,2026,81,29.0,35.0,6.0,1.3576,-0.4731,3.1882,no,0.2677,0.7939,no,no,17.0,2017:31;2018:26;2019:30;2020:22;2021:26;2022:43;2023:37;2024:28;2025:30;2026:47,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",SANTA CRUZ DE TENERIFE,1474.0,28.1069,-17.2492,7.2,litoral,>1200,9,2017,2026,81,14.0,20.0,6.0,0.5887,-1.2963,2.4737,no,0.0723,0.797,no,si,-19.0,2017:25;2019:6;2020:11;2021:17;2022:24;2023:24;2024:19;2025:22;2026:19,AEMET
C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.0,28.1131,-15.4214,0.4,litoral,<200,9,2017,2026,81,64.67,70.67,6.0,0.7167,-1.1274,2.5607,no,0.1077,0.7797,no,no,18.0,2017:71;2018:58;2019:65;2020:74;2021:58;2022:76;2024:68;2025:76;2026:68,AEMET
1010X,BERA,NAVARRA,54.0,43.2786,-1.6758,3.1,litoral,<200,10,2017,2026,81,1.33,7.0,5.67,0.8727,0.2537,1.4918,si,0.5692,0.2685,no,si,9.0,2017:0;2018:2;2019:2;2020:2;2021:3;2022:3;2023:3;2024:4;2025:4;2026:13,AEMET
1021X,"ERRENTERIA, AÑARBE",GIPUZKOA,165.0,43.2139,-1.8789,13.3,litoral,<200,10,2017,2026,81,0.33,6.0,5.67,0.9152,0.0589,1.7714,si,0.4316,0.3713,no,si,11.0,2017:0;2018:0;2019:1;2020:1;2021:0;2022:1;2023:2;2024:1;2025:3;2026:14,AEMET
1025A,SEGURA,GIPUZKOA,255.0,43.0156,-2.2567,31.0,interior,200-500,10,2017,2026,81,0.33,6.0,5.67,0.8848,0.0099,1.7598,si,0.4047,0.3794,no,si,12.0,2017:0;2018:0;2019:1;2020:1;2021:0;2022:1;2023:1;2024:2;2025:2;2026:14,AEMET
4051Y,ALCÁZAR DEL REY,CUENCA,875.0,40.0611,-2.8069,220.5,interior,800-1200,9,2017,2026,81,6.0,11.67,5.67,0.7797,-0.1738,1.7333,no,0.3482,0.4032,no,no,-8.0,2017:10;2018:2;2019:6;2020:9;2021:4;2023:8;2024:9;2025:9;2026:17,AEMET
4096Y,MUNERA,ALBACETE,918.0,39.0167,-2.4889,187.6,interior,800-1200,9,2017,2026,81,0.67,6.33,5.67,0.7088,-0.1241,1.5417,no,0.3666,0.3522,no,no,9.0,2017:1;2018:0;2020:1;2021:1;2022:2;2023:1;2024:10;2025:1;2026:8,AEMET
4554X,CARTAYA,HUELVA,15.0,37.2183,-7.0836,1.0,litoral,<200,9,2017,2026,81,5.33,11.0,5.67,0.8784,-0.3947,2.1515,no,0.2756,0.5383,no,no,14.0,2017:9;2018:4;2019:3;2020:11;2022:6;2023:20;2024:7;2025:12;2026:14,AEMET
5860E,"MOGUER, EL ARENOSILLO",HUELVA,41.0,37.0981,-6.7381,0.9,litoral,<200,9,2018,2026,81,15.0,20.67,5.67,1.6,-0.462,3.662,no,0.3248,0.8719,no,no,17.0,2018:8;2019:10;2020:27;2021:15;2022:21;2023:27;2024:12;2025:24;2026:26,AEMET
7031,SAN JAVIER AEROPUERTO,MURCIA,4.0,37.7889,-0.8033,0.3,litoral,<200,10,2017,2026,81,57.33,63.0,5.67,0.897,-0.79,2.584,no,0.1582,0.7316,no,no,-10.0,2017:64;2018:54;2019:54;2020:53;2021:46;2022:52;2023:60;2024:56;2025:66;2026:67,AEMET
7127X,BULLAS,MURCIA,690.0,38.0492,-1.6953,62.7,interior,500-800,10,2017,2026,81,21.33,27.0,5.67,1.0061,-0.5069,2.519,no,0.2272,0.6561,no,no,11.0,2017:27;2018:20;2019:17;2020:9;2021:20;2022:20;2023:28;2024:26;2025:24;2026:31,AEMET
8325X,POLINYÀ DE XÚQUER,VALENCIA,11.0,39.1839,-0.3714,11.3,litoral,<200,9,2017,2026,81,47.0,52.67,5.67,0.9375,-0.8826,2.7576,no,0.1749,0.7696,no,no,18.0,2017:45;2018:52;2019:44;2021:38;2022:52;2023:52;2024:45;2025:63;2026:50,AEMET
9918Y,"TAMARITE DE LITERA, LA MELUSA",HUESCA,218.0,41.7808,0.3769,96.4,interior,200-500,10,2017,2026,81,5.33,11.0,5.67,1.0364,0.0552,2.0176,si,0.4258,0.4255,no,no,-10.0,2017:6;2018:4;2019:6;2020:7;2021:1;2022:9;2023:17;2024:7;2025:12;2026:14,AEMET
B236C,"PALMA, UNIVERSITAT",BALEARES,95.0,39.6422,2.6439,9.1,litoral,<200,9,2017,2026,81,8.0,13.67,5.67,1.0984,-0.8547,3.0515,no,0.2017,0.8258,no,no,17.0,2017:11;2019:9;2020:4;2021:10;2022:16;2023:23;2024:8;2025:8;2026:25,AEMET
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,28.6539,-17.8531,8.4,litoral,800-1200,9,2017,2025,81,12.0,17.67,5.67,0.6667,-0.9212,2.2546,no,0.1235,0.6714,no,no,-13.0,2017:20;2018:7;2019:9;2020:21;2021:20;2022:20;2023:16;2024:20;2025:17,AEMET
C316I,ARURE,SANTA CRUZ DE TENERIFE,916.0,28.1283,-17.315,2.5,litoral,800-1200,8,2019,2026,81,14.33,20.0,5.67,1.1667,-0.6594,2.9927,no,0.2895,0.7462,no,no,8.0,2019:7;2020:15;2021:21;2022:23;2023:20;2024:23;2025:20;2026:17,AEMET
C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.6158,13.2,litoral,800-1200,10,2017,2026,81,29.67,35.33,5.67,0.3879,-1.3756,2.1514,no,0.0312,0.7647,no,si,25.0,2017:36;2018:31;2019:22;2020:47;2021:37;2022:42;2023:35;2024:36;2025:32;2026:38,AEMET
C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,24.0,27.9178,-15.3953,0.6,litoral,<200,10,2017,2026,81,54.33,60.0,5.67,0.6485,-1.5418,2.8387,no,0.0551,0.9498,no,no,20.0,2017:63;2018:46;2019:54;2020:69;2021:51;2022:50;2023:70;2024:56;2025:66;2026:58,AEMET
2106B,CORUÑA DEL CONDE,BURGOS,955.0,41.7458,-3.3819,179.2,interior,800-1200,10,2017,2026,81,2.67,8.0,5.33,0.7091,-0.0766,1.4948,no,0.3512,0.3407,no,no,8.0,2017:3;2018:0;2019:5;2020:4;2021:1;2022:9;2023:1;2024:9;2025:5;2026:10,AEMET
2614,ZAMORA,ZAMORA,656.0,41.5156,-5.7353,213.6,interior,500-800,10,2017,2026,81,3.0,8.33,5.33,0.7939,-0.0524,1.6403,no,0.3691,0.367,no,no,10.0,2017:4;2018:1;2019:4;2020:2;2021:1;2022:11;2023:3;2024:5;2025:12;2026:8,AEMET
2969U,A GUDIÑA,OURENSE,910.0,42.0272,-7.1831,83.5,interior,800-1200,10,2017,2026,81,1.33,6.67,5.33,0.7636,-0.108,1.6352,no,0.3378,0.378,no,no,9.0,2017:2;2018:2;2019:0;2020:1;2021:0;2022:9;2023:0;2024:2;2025:10;2026:8,AEMET
3126Y,"MADRID, EL GOLOSO",MADRID,740.0,40.5614,-3.7119,310.6,interior,500-800,10,2017,2026,81,8.67,14.0,5.33,0.897,-0.6359,2.4298,no,0.1854,0.6647,no,no,20.0,2017:8;2018:4;2019:14;2020:8;2021:6;2022:26;2023:12;2024:17;2025:12;2026:13,AEMET
5406X,ALCALÁ LA REAL,JAEN,908.0,37.4975,-3.9081,83.1,interior,800-1200,9,2017,2026,81,16.0,21.33,5.33,0.9956,-0.8383,2.8294,no,0.1906,0.7754,no,no,19.0,2017:19;2018:8;2020:21;2021:8;2022:27;2023:16;2024:15;2025:26;2026:23,AEMET
6302A,ABLA,ALMERIA,869.0,37.1414,-2.78,40.7,interior,800-1200,8,2017,2025,81,26.33,31.67,5.33,0.6561,-1.4047,2.7168,no,0.0919,0.8422,no,si,-19.0,2017:36;2018:17;2019:26;2020:35;2021:28;2023:29;2024:31;2025:35,AEMET
B373X,"CAMPOS, SALINES LLEVANT",BALEARES,3.0,39.3511,3.0119,2.3,litoral,<200,10,2017,2026,81,32.33,37.67,5.33,1.2121,-0.2963,2.7205,no,0.3003,0.6541,no,no,18.0,2017:33;2018:29;2019:35;2020:26;2021:29;2022:36;2023:41;2024:33;2025:31;2026:49,AEMET
B526X,ARTÀ,BALEARES,110.0,39.6886,3.3511,7.2,litoral,<200,10,2017,2026,81,21.33,26.67,5.33,1.3939,-0.744,3.5319,no,0.2203,0.9271,no,no,17.0,2017:24;2018:20;2019:20;2020:9;2021:20;2022:34;2023:31;2024:17;2025:23;2026:40,AEMET
0149X,MANRESA,BARCELONA,291.0,41.72,1.8403,45.3,interior,200-500,9,2017,2025,81,8.33,13.33,5.0,0.5667,-0.9065,2.0398,no,0.1057,0.6229,no,no,-10.0,2017:12;2018:8;2019:5;2020:5;2021:5;2022:11;2023:20;2024:10;2025:10,AEMET
1025X,"BEASAIN, ARRIARAN",GIPUZKOA,255.0,43.0547,-2.2319,26.4,litoral,200-500,10,2017,2026,81,0.33,5.33,5.0,0.7333,-0.0205,1.4872,no,0.3861,0.3269,no,si,10.0,2017:1;2018:0;2019:0;2020:2;2021:0;2022:1;2023:1;2024:2;2025:2;2026:12,AEMET
2918Y,EL MAÍLLO,SALAMANCA,1027.0,40.5694,-6.2236,236.5,interior,800-1200,10,2017,2026,81,1.0,6.0,5.0,0.7273,-0.0551,1.5096,no,0.3649,0.3393,no,no,10.0,2017:1;2018:2;2019:0;2020:0;2021:0;2022:10;2023:1;2024:4;2025:8;2026:6,AEMET
6258X,LANJARÓN,GRANADA,708.0,36.9231,-3.4925,21.5,litoral,500-800,10,2017,2026,81,0.33,5.33,5.0,0.7273,-0.0171,1.4716,no,0.3882,0.3228,no,no,9.0,2017:1;2018:0;2019:0;2020:3;2021:8;2022:3;2023:5;2024:3;2025:2;2026:11,AEMET
9245X,CÁSEDA,NAVARRA,440.0,42.5214,-1.3664,90.7,interior,200-500,10,2017,2026,81,2.33,7.33,5.0,0.903,-0.304,2.1101,no,0.2712,0.5234,no,no,15.0,2017:1;2018:0;2019:6;2020:3;2021:0;2022:9;2023:2;2024:3;2025:2;2026:17,AEMET
B644B,SINEU,BALEARES,120.0,39.6433,3.0022,18.9,litoral,<200,10,2017,2026,81,33.0,38.0,5.0,1.0303,-0.4792,2.5398,no,0.2364,0.6546,no,no,14.0,2017:38;2018:29;2019:32;2020:26;2021:31;2022:45;2023:39;2024:33;2025:36;2026:45,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.0656,-15.5656,9.4,litoral,800-1200,10,2017,2026,81,7.0,12.0,5.0,0.5758,-0.46,1.6115,no,0.1704,0.4492,no,no,-11.0,2017:14;2018:3;2019:4;2020:11;2021:13;2022:12;2023:12;2024:8;2025:16;2026:12,AEMET
0281Y,BLANES,GIRONA,45.0,41.6769,2.805,0.5,litoral,<200,10,2017,2026,81,53.0,57.67,4.67,1.0424,-0.4454,2.5303,no,0.246,0.6452,no,no,-16.0,2017:54;2018:55;2019:50;2020:50;2021:50;2022:61;2023:63;2024:47;2025:63;2026:63,AEMET
1026X,ORDIZIA,GIPUZKOA,290.0,43.0581,-2.1842,25.8,litoral,200-500,10,2017,2026,81,0.67,5.33,4.67,0.7212,-0.0254,1.4678,no,0.3828,0.3238,no,si,10.0,2017:2;2018:0;2019:0;2020:1;2021:0;2022:2;2023:2;2024:2;2025:2;2026:12,AEMET
1038X,AZPEITIA,GIPUZKOA,180.0,43.1725,-2.2672,14.2,litoral,<200,10,2017,2026,81,0.33,5.0,4.67,0.703,0.1295,1.2765,si,0.4997,0.2487,no,si,6.0,2017:1;2018:0;2019:0;2020:2;2021:0;2022:2;2023:2;2024:1;2025:4;2026:10,AEMET
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,43.2028,-2.7061,21.5,litoral,<200,10,2017,2026,81,0.33,5.0,4.67,0.7273,0.0439,1.4107,si,0.4295,0.2964,no,si,9.0,2017:0;2018:0;2019:1;2020:0;2021:0;2022:2;2023:0;2024:2;2025:2;2026:11,AEMET
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,43.3967,-3.4697,3.5,litoral,<200,10,2017,2026,81,0.67,5.33,4.67,0.6545,0.1448,1.1643,si,0.5229,0.2211,no,si,5.0,2017:0;2018:0;2019:2;2020:2;2021:1;2022:1;2023:0;2024:3;2025:4;2026:9,AEMET
7227X,ALHAMA DE MURCIA,MURCIA,157.0,37.8617,-1.3347,32.4,interior,<200,10,2017,2026,81,33.67,38.33,4.67,1.1455,-1.8042,4.0951,no,0.0911,1.2791,no,si,29.0,2017:45;2018:28;2019:28;2020:21;2021:19;2022:24;2023:53;2024:34;2025:35;2026:46,AEMET
8492X,ATZENETA DEL MAESTRAT,CASTELLON,420.0,40.2272,-0.1697,27.7,litoral,200-500,9,2017,2026,81,4.33,9.0,4.67,0.9,-0.0116,1.8116,no,0.4378,0.3854,no,si,-10.0,2017:4;2018:4;2019:5;2021:3;2022:7;2023:13;2024:3;2025:10;2026:14,AEMET
9145X,LEZA,ARABA/ALAVA,575.0,42.5672,-2.6328,84.2,interior,500-800,10,2017,2026,81,2.0,6.67,4.67,0.6848,-0.0543,1.424,no,0.3633,0.3205,no,no,8.0,2017:3;2018:0;2019:3;2020:3;2021:0;2022:5;2023:1;2024:4;2025:4;2026:12,AEMET
C239N,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1.0,28.2086,-14.0231,0.3,litoral,<200,10,2017,2026,81,55.0,59.67,4.67,0.4727,-1.8072,2.7527,no,0.0278,0.9887,no,no,-22.0,2017:67;2018:48;2019:50;2020:70;2021:48;2022:57;2023:69;2024:55;2025:65;2026:59,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.9767,-15.5839,16.9,litoral,>1200,9,2017,2025,81,9.0,13.67,4.67,0.7667,-1.0247,2.558,no,0.1277,0.7574,no,no,-15.0,2017:18;2018:3;2019:6;2020:11;2021:12;2022:22;2023:12;2024:12;2025:17,AEMET
C939T,"FRONTERA, SABINOSA",SANTA CRUZ DE TENERIFE,20.0,27.7564,-18.1075,0.5,litoral,<200,10,2017,2026,81,59.67,64.33,4.67,0.3152,-2.1889,2.8192,no,0.0104,1.0859,no,no,-20.0,2017:72;2018:52;2019:55;2020:74;2021:62;2022:68;2023:78;2024:68;2025:72;2026:53,AEMET
0413A,MAÇANET DE CABRENYS,GIRONA,355.0,42.3869,2.7556,3.7,litoral,200-500,8,2017,2025,81,5.33,9.67,4.33,0.9,-0.1499,1.9499,no,0.4231,0.4291,no,no,10.0,2017:2;2018:9;2019:5;2020:0;2022:10;2023:9;2024:9;2025:11,AEMET
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,43.3586,-4.0275,7.9,litoral,<200,10,2017,2026,81,0.33,4.67,4.33,0.6061,0.188,1.0242,si,0.5828,0.1813,no,no,4.0,2017:0;2018:0;2019:1;2020:1;2021:0;2022:4;2023:0;2024:4;2025:3;2026:7,AEMET
2182C,PEDRAZA,SEGOVIA,1107.0,41.1339,-3.7903,251.7,interior,800-1200,10,2017,2026,81,4.67,9.0,4.33,0.7152,-0.5587,1.989,no,0.1732,0.5524,no,no,-16.0,2017:4;2018:2;2019:8;2020:4;2021:3;2022:18;2023:2;2024:5;2025:12;2026:10,AEMET
3427Y,OROPESA,TOLEDO,345.0,39.9933,-5.1144,254.9,interior,200-500,10,2017,2026,81,4.67,9.0,4.33,0.5212,-0.5484,1.5908,no,0.1363,0.4638,no,no,12.0,2017:4;2018:5;2019:5;2020:10;2021:0;2022:12;2023:3;2024:6;2025:14;2026:7,AEMET
5654X,LA PUEBLA DE LOS INFANTES,SEVILLA,200.0,37.7867,-5.3711,135.4,interior,200-500,10,2017,2026,81,1.67,6.0,4.33,0.7333,-0.1188,1.5855,no,0.3299,0.3695,no,si,-8.0,2017:3;2018:1;2019:1;2020:5;2021:5;2022:8;2023:14;2024:6;2025:4;2026:8,AEMET
8293X,XÀTIVA,VALENCIA,88.0,39.0017,-0.5231,28.0,litoral,<200,8,2017,2026,81,48.0,52.33,4.33,0.7286,-1.0757,2.5328,no,0.14,0.7373,no,si,19.0,2017:50;2018:50;2020:44;2021:39;2022:58;2023:48;2025:55;2026:54,AEMET
9115X,VALDEZCARAY,LA RIOJA,1630.0,42.255,-2.9681,122.4,interior,>1200,10,2017,2026,81,1.0,5.33,4.33,0.6485,0.1617,1.1352,si,0.5412,0.2111,no,no,5.0,2017:0;2018:0;2019:3;2020:0;2021:1;2022:6;2023:1;2024:4;2025:7;2026:5,AEMET
9855E,"CAPELLA, LAGUARRES",HUESCA,600.0,42.2014,0.4661,105.9,interior,500-800,10,2017,2026,81,2.33,6.67,4.33,0.6788,-0.1057,1.4633,no,0.3323,0.3402,no,si,11.0,2017:3;2018:2;2019:2;2020:1;2021:0;2022:4;2023:4;2024:7;2025:1;2026:12,AEMET
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",SANTA CRUZ DE TENERIFE,868.0,28.5264,-16.2803,4.2,litoral,800-1200,10,2017,2026,81,6.33,10.67,4.33,0.6303,-0.4424,1.703,no,0.1867,0.4652,no,no,-11.0,2017:13;2018:2;2019:4;2020:4;2021:13;2022:9;2023:11;2024:6;2025:13;2026:13,AEMET
C449F,ANAGA,SANTA CRUZ DE TENERIFE,19.0,28.5081,-16.1956,0.5,litoral,<200,10,2017,2026,81,62.33,66.67,4.33,0.3697,-1.5362,2.2756,no,0.0244,0.8265,no,no,-19.0,2017:72;2018:53;2019:62;2020:72;2021:62;2022:68;2023:74;2024:69;2025:73;2026:58,AEMET
