indicativo,nombre,provincia,altitud,temporadas,calefaccion_mediana,calefaccion_peor,calefaccion_peor_temporada,calefaccion_mejor,calefaccion_ultima,terraza_mediana,terraza_peor,terraza_mejor,racha_sin_terraza_max,racha_terraza_max,heladas_mediana,heladas_peor,temporadas_sin_helada,racha_heladas_max,lluvia_mediana,tmin_p05_peor,tmin_min,tmin_min_fecha,calefaccion_fuera_nucleo,calefaccion_total
0009X,ALFORJA,TARRAGONA,406,9,134.0,147,2021-22,122,134,30.0,18,52,78,14,5.0,14,1,8,23.0,-1.0,-2.8,2022-01-23,467,1213
0016A,REUS AEROPUERTO,TARRAGONA,71,9,132.0,142,2018-19,118,125,59.0,47,75,47,17,7.0,22,0,11,17.0,-2.0,-5.1,2021-01-06,420,1180
0016B,REUS (CENTRE LECTURA),TARRAGONA,118,9,85.0,114,2017-18,65,85,55.0,41,89,47,22,0.0,0,9,0,16.0,3.1,0.9,2026-01-05,212,771
0034X,VALLS,TARRAGONA,233,9,138.0,143,2018-19,129,137,46.0,30,63,57,25,7.0,12,0,6,21.0,-1.2,-3.5,2025-01-15,452,1223
0042Y,TARRAGONA ,TARRAGONA,55,9,113.0,129,2017-18,98,115,58.0,49,82,29,19,1.0,2,4,2,22.0,1.2,-1.4,2026-01-07,326,1021
0061X,PONTONS,BARCELONA,632,9,144.0,149,2025-26,138,149,15.0,10,34,111,11,16.0,29,0,11,21.0,-2.6,-4.4,2021-01-06,505,1297
0066X,VILAFRANCA DEL PENEDÈS,BARCELONA,177,9,139.0,144,2017-18,130,138,46.0,33,77,57,21,16.0,23,0,16,16.0,-1.8,-4.6,2023-01-23,459,1237
0073X,SITGES,BARCELONA,58,9,112.0,134,2018-19,105,119,33.0,18,53,59,18,0.0,1,7,1,19.0,2.2,-1.8,2023-01-22,336,1046
0076,BARCELONA AEROPUERTO,BARCELONA,4,9,108.0,127,2017-18,98,108,37.0,27,44,59,18,0.0,1,7,1,19.0,1.9,-0.8,2023-01-22,290,994
0092X,BERGA,BARCELONA,682,9,149.0,152,2019-20,146,150,9.0,4,35,141,12,31.0,54,0,18,24.0,-3.5,-6.6,2026-01-07,534,1341
0106X,BALSARENY,BARCELONA,361,9,149.0,151,2018-19,142,142,23.0,14,52,98,24,60.0,94,0,25,19.0,-6.7,-9.5,2021-01-06,521,1331
0114X,PRATS DE LLUÇANÈS,BARCELONA,700,9,150.0,152,2023-24,148,150,11.0,4,34,120,12,57.0,97,0,24,22.0,-6.3,-10.1,2018-02-27,538,1348
0120X,MOIÀ,BARCELONA,742,9,144.0,151,2019-20,134,134,9.0,3,26,121,7,21.0,43,0,16,23.0,-3.1,-5.9,2026-01-07,506,1298
0149D,MANRESA (LA CULLA),BARCELONA,291,7,145.0,148,2017-18,108,108,38.0,17,53,93,17,26.0,57,0,15,19.0,-3.6,-6.0,2023-01-21,381,976
0149X,MANRESA,BARCELONA,291,9,146.0,148,2017-18,137,146,33.0,15,52,93,17,29.0,64,0,20,19.0,-4.2,-6.2,2022-01-16,500,1299
0158O,MONTSERRAT,BARCELONA,738,9,141.0,146,2017-18,117,143,2.0,1,11,150,3,9.0,24,0,17,21.0,-2.7,-6.7,2026-01-07,463,1238
0158X,MONISTROL DE MONTSERRAT,BARCELONA,738,9,140.0,146,2017-18,122,140,3.0,1,12,150,3,6.0,26,0,14,22.0,-2.5,-6.1,2026-01-07,459,1241
0171X,IGUALADA,BARCELONA,313,8,143.0,146,2018-19,136,143,33.0,14,56,70,17,14.0,31,0,18,18.0,-2.5,-4.4,2022-01-23,434,1142
0194D,"CORBERA, PUIG D'AGULLES",BARCELONA,647,9,138.0,146,2021-22,120,142,14.0,2,32,109,9,5.0,20,1,12,23.0,-1.7,-4.5,2018-02-27,466,1224
0200E,"BARCELONA, FABRA",BARCELONA,408,9,117.0,131,2017-18,100,117,27.0,14,61,63,17,1.0,5,4,3,22.0,0.7,-2.4,2018-02-27,354,1049
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,8,87.5,106,2017-18,69,77,31.5,16,41,46,17,0.0,0,8,0,19.5,3.9,0.1,2018-02-28,197,706
0201X,"BARCELONA, DRASSANES",BARCELONA,11,8,59.5,98,2017-18,49,62,37.5,26,62,57,18,0.0,0,8,0,20.0,3.5,1.3,2018-02-28,109,525
0222X,CALDES DE MONTBUI,BARCELONA,175,9,142.0,147,2017-18,135,141,39.0,27,69,52,15,23.0,41,0,17,19.0,-3.3,-6.6,2023-01-22,484,1280
0244X,VILASSAR DE DALT,BARCELONA,56,8,99.5,129,2017-18,89,97,47.0,23,62,49,17,0.0,0,8,0,21.0,2.5,0.0,2018-02-27,232,819
0252D,ARENYS DE MAR,BARCELONA,74,7,119.0,133,2017-18,111,112,52.0,29,66,41,21,0.0,3,5,2,17.0,1.3,-1.3,2018-02-27,267,839
0260X,FOGARS DE MONTCLÚS,BARCELONA,936,9,145.0,147,2017-18,135,147,9.0,3,32,106,5,13.0,31,0,12,30.0,-3.3,-5.4,2018-02-13,504,1283
0281Y,BLANES,GIRONA,45,9,92.0,119,2017-18,83,89,32.0,20,51,60,24,0.0,0,9,0,22.0,2.3,0.0,2023-01-23,259,873
0284X,CASTELL D'ARO,GIRONA,14,9,133.0,143,2017-18,127,129,30.0,19,48,60,12,7.0,19,0,7,20.0,-1.2,-3.4,2026-01-07,421,1198
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51,9,136.0,142,2017-18,104,104,46.0,30,70,51,13,11.0,23,0,7,23.0,-2.0,-3.8,2026-01-07,435,1191
0312X,SANT PAU DE SEGÚRIES,GIRONA,851,9,150.0,152,2023-24,129,129,6.0,1,23,113,4,82.0,113,0,36,26.0,-7.2,-10.8,2021-01-06,536,1327
0320I,PLANOLES,GIRONA,1151,9,150.0,152,2019-20,127,127,11.0,5,24,93,7,51.0,90,0,19,25.0,-5.5,-9.5,2018-02-08,536,1322
0321,CAMPDEVANOL,GIRONA,731,8,151.0,152,2019-20,151,151,12.5,8,34,120,11,65.5,112,0,37,29.0,-6.3,-9.2,2018-02-09,488,1210
0324A,RIPOLL,GIRONA,675,8,145.0,150,2023-24,136,150,11.0,5,26,143,11,67.0,98,0,24,22.5,-6.1,-8.7,2021-01-06,463,1159
0341,TONA (ESCOLA),BARCELONA,607,9,149.0,152,2023-24,117,117,8.0,5,39,144,7,42.0,81,0,24,23.0,-4.9,-7.7,2021-01-06,500,1310
0341X,TONA,BARCELONA,607,7,147.0,149,2017-18,136,143,12.0,6,38,82,7,43.0,77,0,24,19.0,-4.6,-7.5,2021-01-06,400,1012
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578,8,138.5,151,2018-19,120,135,14.0,6,34,95,11,48.5,70,0,20,20.0,-5.7,-8.7,2023-01-22,448,1115
0360X,LES PLANES D'HOSTOLES,GIRONA,337,9,148.0,150,2021-22,128,137,34.0,23,58,43,13,67.0,102,0,30,25.0,-6.5,-9.4,2023-01-21,523,1299
0363X,SANT HILARI,GIRONA,810,9,148.0,151,2018-19,141,148,8.0,4,28,101,5,39.0,64,0,19,25.0,-5.5,-8.0,2023-01-22,530,1334
0367,GIRONA AEROPUERTO,GIRONA,143,9,139.0,147,2017-18,111,137,45.0,29,71,43,17,31.0,53,0,21,22.0,-4.7,-6.7,2023-01-23,465,1232
0370E,GIRONA,GIRONA,76,9,136.0,144,2017-18,124,130,55.0,36,83,35,16,14.0,29,0,10,21.0,-2.4,-4.2,2026-01-07,430,1208
0372C,PORQUERES,GIRONA,157,9,144.0,149,2017-18,136,139,42.0,24,72,44,13,24.0,42,0,18,21.0,-3.2,-6.1,2026-01-07,483,1282
0385X,L'ESTARTIT,GIRONA,1,9,109.0,137,2017-18,101,109,27.0,15,43,90,12,1.0,4,3,3,23.0,0.6,-2.1,2021-01-04,314,1019
0394X,LA VALL DE BIANYA,GIRONA,350,8,149.0,152,2019-20,144,144,33.0,18,54,68,11,58.5,95,0,27,22.5,-6.5,-7.6,2018-02-13,472,1190
0411X,CASTELLÓ D'EMPÚRIES,GIRONA,2,8,134.5,143,2017-18,121,131,34.5,29,67,38,15,12.0,20,0,5,21.0,-1.9,-4.6,2025-01-15,383,1072
0413A,MAÇANET DE CABRENYS,GIRONA,355,9,144.0,149,2022-23,138,143,27.0,22,51,43,15,10.0,28,0,15,27.0,-2.9,-7.3,2018-02-27,496,1297
0421E,ESPOLLA 'LES ALBERES',GIRONA,100,8,128.5,147,2017-18,103,124,37.5,25,69,35,17,2.0,6,1,3,21.5,0.3,-3.4,2018-02-13,345,1005
0421X,ESPOLLA,GIRONA,100,9,133.0,145,2017-18,122,129,37.0,24,69,35,17,3.0,9,1,6,23.0,-0.9,-3.2,2018-02-13,411,1185
0429X,FIGUERES,GIRONA,45,9,123.0,143,2017-18,116,125,40.0,25,76,42,14,2.0,6,3,4,23.0,0.6,-2.3,2018-02-13,361,1125
0433D,CABO DE CREUS,GIRONA,75,6,44.0,54,2022-23,29,35,28.0,8,39,34,12,0.0,0,6,0,14.0,3.9,1.3,2023-02-27,45,254
1002Y,"BAZTAN, IRURITA",NAVARRA,183,9,140.0,147,2018-19,137,138,38.0,14,54,41,10,24.0,37,0,10,61.0,-4.8,-8.9,2026-01-07,497,1272
1010X,BERA,NAVARRA,54,9,128.0,145,2018-19,124,124,42.0,18,59,44,13,11.0,26,0,8,64.0,-2.4,-6.9,2026-01-05,449,1189
1012P,IRUN,GIPUZKOA,120,9,104.0,124,2017-18,91,102,38.0,17,59,53,13,1.0,4,3,4,67.0,0.9,-5.1,2018-02-27,333,951
1014,"HONDARRIBIA, MALKARROA",GIPUZKOA,4,9,118.0,132,2018-19,107,111,43.0,26,60,53,10,4.0,6,0,4,68.0,0.2,-3.7,2018-02-27,378,1055
1014A,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,4,9,115.0,123,2017-18,99,110,44.0,27,70,41,17,3.0,5,2,4,62.0,0.7,-3.1,2026-01-05,373,1019
1021X,"ERRENTERIA, AÑARBE",GIPUZKOA,165,9,123.0,135,2018-19,116,123,41.0,22,58,41,13,6.0,16,0,6,66.0,-1.1,-6.1,2018-02-27,420,1128
1021Y,ARTICUTZA (AUTOMATICA),NAVARRA,305,9,141.0,146,2017-18,137,141,16.0,4,22,113,10,15.0,29,0,7,64.0,-2.2,-6.4,2018-02-27,502,1277
1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,9,109.0,127,2017-18,101,109,26.0,11,40,62,8,0.0,6,5,3,69.0,0.3,-5.1,2018-02-27,369,1017
1025A,SEGURA,GIPUZKOA,255,9,131.0,145,2018-19,126,130,36.0,11,51,63,10,12.0,27,0,7,64.0,-2.0,-6.7,2018-02-27,453,1215
1025X,"BEASAIN, ARRIARAN",GIPUZKOA,255,9,132.0,145,2018-19,124,132,33.0,13,50,63,10,9.0,24,0,6,65.0,-1.8,-6.2,2018-02-27,452,1213
1026X,ORDIZIA,GIPUZKOA,290,9,126.0,138,2018-19,118,126,26.0,9,44,86,10,7.0,23,0,6,64.0,-1.2,-5.9,2018-02-27,431,1157
1033X,ARESO,NAVARRA,520,9,138.0,145,2019-20,134,137,15.0,2,28,130,10,11.0,31,0,11,73.0,-2.5,-8.7,2018-02-27,474,1254
1037X,LEGAZPI,GIPUZKOA,460,9,137.0,147,2021-22,126,137,14.0,5,25,128,10,13.0,30,0,10,68.0,-2.1,-7.1,2018-02-27,472,1236
1037Y,ZUMARRAGA,GIPUZKOA,431,9,142.0,147,2021-22,112,112,12.0,0,29,129,10,14.0,40,0,12,67.0,-2.7,-7.1,2018-02-27,457,1217
1038X,AZPEITIA,GIPUZKOA,180,9,123.0,137,2018-19,111,123,35.0,15,49,62,13,4.0,10,0,5,67.0,-0.4,-5.2,2018-02-27,422,1130
1041A,ZUMAIA,GIPUZKOA,28,9,96.0,116,2017-18,75,84,47.0,27,61,41,13,0.0,2,5,2,64.0,1.9,-2.5,2018-02-27,302,879
1044X,"ARAMAIO, ETXAGUEN",ARABA/ALAVA,617,9,141.0,147,2018-19,133,141,10.0,0,17,151,10,7.0,21,0,11,67.0,-2.0,-6.6,2018-02-27,488,1273
1048X,ARETXABALETA,GIPUZKOA,308,9,134.0,145,2018-19,130,132,26.0,9,38,83,10,13.0,29,0,7,64.0,-2.3,-6.8,2018-02-27,468,1226
1049N,ELGETA,GIPUZKOA,470,9,133.0,145,2018-19,127,136,17.0,6,27,99,10,6.0,18,0,11,66.0,-1.4,-5.8,2018-02-27,460,1218
1050J,ELGOIBAR,GIPUZKOA,119,7,133.0,139,2018-19,106,112,30.0,12,56,49,10,4.0,11,0,5,62.0,-0.6,-4.9,2018-02-27,326,889
1052A,MUTRIKU,GIPUZKOA,150,9,99.0,122,2017-18,83,99,31.0,12,45,62,11,0.0,2,8,2,65.0,1.9,-2.6,2018-02-28,316,895
1056K,FORUA,BIZKAIA,45,9,123.0,139,2018-19,115,123,41.0,24,57,44,13,4.0,9,0,3,68.0,-0.2,-3.2,2018-02-27,435,1133
1057B,MATXITXAKO,BIZKAIA,93,7,89.0,104,2021-22,75,89,30.0,23,48,53,9,0.0,0,7,0,65.0,4.4,2.3,2024-01-20,198,610
1059X,PUNTA GALEA,BIZKAIA,81,5,116.0,124,2018-19,72,72,28.0,13,65,53,11,0.0,2,3,2,66.0,0.9,-2.6,2018-02-28,175,518
1060X,AMURRIO,ARABA/ALAVA,240,9,133.0,145,2018-19,125,133,29.0,15,48,77,12,14.0,24,0,8,62.0,-2.5,-6.3,2019-01-06,454,1201
1064L,"OROZKO, IBARRA",BIZKAIA,270,9,135.0,143,2021-22,125,132,39.0,15,53,62,12,7.0,21,0,7,66.0,-1.3,-4.3,2018-02-27,460,1207
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747,9,148.0,149,2017-18,136,149,7.0,0,13,113,7,17.0,37,0,12,72.0,-2.2,-7.2,2018-02-27,520,1312
1074C,AMOREBIETA-ETXANO,BIZKAIA,100,9,129.0,143,2018-19,123,123,43.0,18,59,44,13,7.0,16,0,7,66.0,-0.9,-4.7,2018-02-27,444,1180
1078C,BALMASEDA,BIZKAIA,210,9,133.0,144,2018-19,130,131,35.0,13,48,62,10,14.0,26,0,9,62.0,-2.2,-5.8,2019-01-05,475,1225
1078I,GÜEÑES,BIZKAIA,208,5,140.0,141,2021-22,124,124,29.0,14,47,71,11,7.0,14,0,5,54.0,-1.1,-4.2,2019-01-05,255,670
1082,BILBAO AEROPUERTO,BIZKAIA,42,9,121.0,131,2018-19,107,121,48.0,28,61,41,13,3.0,9,2,4,61.0,-0.2,-3.5,2018-02-27,400,1084
1083B,SOPUERTA,BIZKAIA,177,9,128.0,137,2017-18,118,128,45.0,21,59,48,13,4.0,9,1,4,62.0,-0.2,-3.4,2018-02-28,430,1147
1083L,CASTRO URDIALES,CANTABRIA,45,9,94.0,117,2018-19,72,94,35.0,21,51,54,12,0.0,2,8,2,59.0,2.8,-1.7,2018-02-28,280,832
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80,9,134.0,144,2018-19,124,134,44.0,22,56,36,12,12.0,23,0,8,69.0,-1.9,-5.3,2019-01-06,459,1197
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10,9,129.0,139,2018-19,119,134,42.0,22,52,42,10,2.0,4,2,3,64.0,0.4,-2.3,2023-02-11,430,1162
1109,SANTANDER AEROPUERTO,CANTABRIA,3,7,112.0,125,2017-18,101,101,37.0,25,50,53,12,1.0,3,2,3,63.0,0.7,-1.4,2019-01-04,270,782
1109X,SANTANDER AEROPUERTO,CANTABRIA,3,9,120.0,132,2018-19,112,120,43.0,29,53,53,13,5.0,13,0,6,61.0,-1.4,-3.6,2019-01-04,398,1087
1111,SANTANDER,CANTABRIA,52,7,92.0,112,2017-18,75,75,25.0,18,41,66,12,0.0,1,6,1,57.0,3.8,-0.8,2018-02-28,209,637
1111X,SANTANDER,CANTABRIA,51,9,87.0,112,2017-18,73,86,28.0,16,42,73,12,0.0,2,8,2,56.0,3.5,-0.9,2018-02-28,256,804
1124E,VILLACARRIEDO,CANTABRIA,196,9,129.0,142,2017-18,116,116,30.0,12,45,53,9,15.0,25,0,8,61.0,-2.5,-5.3,2019-01-04,452,1179
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460,9,148.0,151,2018-19,134,146,27.0,6,38,104,8,35.0,54,0,14,57.0,-3.5,-5.9,2024-01-20,526,1321
1152C,SAN FELICES DE BUELNA,CANTABRIA,105,9,137.0,143,2017-18,125,138,43.0,23,57,48,10,13.0,19,0,7,58.0,-2.1,-5.1,2019-01-06,455,1217
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110,9,117.0,131,2017-18,106,117,39.0,21,50,36,13,1.0,3,3,3,59.0,1.4,-2.4,2018-02-28,378,1062
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38,9,122.0,144,2018-19,110,125,35.0,15,47,56,14,0.0,5,6,3,54.0,1.0,-1.8,2018-02-28,399,1108
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100,9,147.0,151,2023-24,145,145,10.0,2,19,103,6,41.0,69,0,24,61.0,-5.1,-8.6,2021-01-08,530,1324
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250,9,145.0,148,2017-18,134,140,42.0,19,56,40,10,32.0,47,0,20,44.0,-4.6,-7.3,2019-01-06,500,1281
1176A,TRESVISO,CANTABRIA,940,9,141.0,145,2017-18,138,142,10.0,4,15,129,4,12.0,32,0,18,61.0,-2.5,-7.0,2018-02-28,496,1270
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953,9,151.0,152,2023-24,149,149,5.0,0,9,151,4,48.0,78,0,28,61.0,-6.3,-10.1,2021-01-08,547,1358
1179B,CABRALES,ASTURIAS,458,9,133.0,144,2018-19,121,135,33.0,19,45,54,12,2.0,15,0,7,56.0,-0.6,-4.2,2018-02-28,447,1201
1183X,LLANES,ASTURIAS,10,9,108.0,122,2017-18,94,114,23.0,10,40,74,13,0.0,1,8,1,63.0,3.5,-0.4,2018-02-28,330,971
1186P,"AMIEVA, PANIZALES",ASTURIAS,370,9,130.0,141,2017-18,118,132,40.0,17,58,52,13,6.0,21,0,11,60.0,-1.1,-3.9,2021-01-08,460,1176
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280,9,139.0,146,2021-22,129,139,39.0,20,55,45,10,15.0,25,0,7,62.0,-2.2,-4.9,2021-01-07,488,1252
1203D,COLUNGA,ASTURIAS,30,9,130.0,141,2018-19,117,132,27.0,16,40,42,9,1.0,3,4,2,65.0,2.0,-1.5,2018-02-23,426,1162
1207U,"GIJÓN, CAMPUS",ASTURIAS,26,7,133.0,145,2018-19,107,107,33.0,22,50,54,8,8.0,12,0,6,52.0,-1.0,-3.4,2019-01-05,348,910
1208H,"GIJÓN, PUERTO",ASTURIAS,5,9,95.0,120,2017-18,83,107,37.0,23,49,46,13,0.0,0,9,0,65.0,3.7,0.0,2018-02-28,289,880
1210X,CABO PEÑAS,ASTURIAS,100,6,89.5,118,2017-18,64,97,22.0,10,34,74,7,0.0,1,5,1,56.5,3.3,-1.3,2018-02-28,163,538
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127,9,124.0,137,2018-19,105,127,29.0,18,38,41,8,1.0,3,4,2,66.0,1.6,-2.2,2018-02-28,402,1101
1221D,PAJARES-VALGRANDE,ASTURIAS,1480,9,150.0,151,2020-21,139,141,0.0,0,1,151,1,69.0,91,0,25,68.0,-6.9,-10.6,2021-01-07,532,1319
1223P,"LENA, RONZÓN",ASTURIAS,370,9,140.0,147,2018-19,130,135,31.0,13,44,64,8,21.0,31,0,19,52.0,-2.5,-5.0,2019-01-07,489,1244
1226X,"ALLER, FELECHOSA",ASTURIAS,750,9,145.0,149,2017-18,131,145,15.0,2,19,129,6,22.0,39,0,17,63.0,-3.8,-7.2,2021-01-08,500,1294
1234P,"MIERES, BAIÑA",ASTURIAS,170,9,137.0,146,2018-19,125,137,51.0,31,63,32,13,9.0,16,0,9,55.0,-1.0,-4.3,2019-01-06,478,1234
1249I,OVIEDO,ASTURIAS,336,5,137.0,141,2018-19,125,136,22.0,18,31,53,7,5.0,8,1,3,60.0,0.0,-3.5,2018-02-28,269,679
1249X,OVIEDO,ASTURIAS,334,9,131.0,141,2018-19,122,131,30.0,18,32,53,8,3.0,6,0,3,60.0,0.3,-3.4,2018-02-28,448,1182
1272B,"TINEO, SOUTU",ASTURIAS,280,9,139.0,145,2021-22,130,141,31.0,12,40,57,11,16.0,25,0,8,61.0,-2.1,-5.4,2019-01-06,500,1250
1276F,POLA DE SOMIEDO,ASTURIAS,670,9,145.0,147,2017-18,134,141,21.0,6,34,123,10,32.0,48,0,22,58.0,-4.7,-8.3,2021-01-08,515,1288
1279X,"SALAS, CAMUÑO",ASTURIAS,240,9,131.0,141,2021-22,116,130,37.0,20,46,45,10,5.0,11,0,5,62.0,-0.5,-3.2,2021-01-08,458,1177
1283U,CABO BUSTO,ASTURIAS,60,8,102.5,116,2025-26,70,116,29.0,14,47,41,12,0.0,0,8,0,49.5,3.1,0.3,2025-01-15,285,786
1297E,CERVANTES,LUGO,1020,9,145.0,151,2017-18,137,149,6.0,2,11,142,4,23.0,57,0,16,72.0,-3.3,-6.6,2021-01-06,527,1309
1302F,DEGAÑA,ASTURIAS,1310,9,150.0,151,2018-19,132,151,2.0,0,6,147,3,63.0,86,0,28,52.0,-6.6,-10.5,2021-01-08,534,1316
1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780,9,137.0,144,2021-22,125,125,12.0,4,23,129,8,14.0,29,0,10,64.0,-1.8,-6.2,2021-01-07,480,1227
1327A,"VILLAYÓN, ONETA",ASTURIAS,410,9,126.0,133,2017-18,118,126,15.0,6,20,75,8,0.0,5,5,2,63.0,0.3,-3.3,2018-02-28,431,1134
1331A,CASTROPOL,ASTURIAS,40,9,116.0,132,2018-19,101,116,29.0,14,46,48,13,1.0,4,3,3,66.0,0.4,-1.8,2021-01-09,390,1028
1341B,"TARAMUNDI, OURIA",ASTURIAS,340,8,125.0,135,2018-19,115,115,17.5,5,25,88,8,1.0,7,3,2,65.5,0.1,-2.3,2018-02-28,387,997
1342X,RIBADEO,LUGO,43,9,109.0,121,2018-19,91,114,30.0,14,55,42,13,0.0,1,7,1,60.0,1.7,-0.6,2018-02-23,357,970
1344X,MONDOÑEDO,LUGO,125,9,120.0,136,2018-19,111,127,26.0,11,41,74,11,8.0,15,0,5,75.0,-0.8,-3.8,2021-01-08,438,1108
1347T,BURELA,LUGO,80,9,101.0,114,2017-18,78,97,21.0,11,33,61,8,0.0,0,9,0,59.0,4.2,2.0,2018-02-28,294,876
1351,ESTACA DE BARES,A CORUÑA,90,9,75.0,100,2017-18,56,82,14.0,4,20,104,6,0.0,0,9,0,65.0,5.2,2.2,2018-02-28,201,665
1354C,FERROL,A CORUÑA,4,8,93.0,121,2017-18,86,89,29.5,7,43,68,10,0.0,0,8,0,71.0,1.8,0.0,2024-01-20,292,789
1363X,AS PONTES,A CORUÑA,343,9,135.0,144,2018-19,109,134,14.0,4,24,106,7,14.0,26,0,9,70.0,-1.5,-3.6,2021-01-09,486,1205
1387,A CORUÑA,A CORUÑA,57,9,81.0,110,2017-18,67,81,23.0,10,36,79,9,0.0,0,9,0,71.0,4.2,1.9,2018-02-28,246,732
1387D,A CORUÑA BENS,A CORUÑA,132,9,87.0,111,2017-18,45,104,22.0,6,31,92,10,0.0,0,9,0,67.0,3.1,0.9,2024-01-20,257,760
1387E,A CORUÑA AEROPUERTO,A CORUÑA,98,9,116.0,126,2018-19,100,117,24.0,11,33,75,9,9.0,19,0,8,66.0,-1.1,-3.3,2019-01-06,402,1034
1390X,"CARBALLO, DEPURADORA",A CORUÑA,98,9,123.0,135,2018-19,105,123,23.0,10,34,93,9,18.0,35,0,14,72.0,-2.5,-5.7,2019-01-06,444,1096
1393,CABO VILÁN,A CORUÑA,50,9,78.0,95,2025-26,60,95,6.0,3,13,90,6,0.0,0,9,0,74.0,4.3,1.3,2018-02-28,241,689
1399,VIMIANZO,A CORUÑA,287,9,125.0,130,2018-19,113,125,10.0,2,20,114,10,3.0,6,0,2,83.0,0.5,-1.5,2023-02-24,441,1106
1400,FISTERRA,A CORUÑA,230,8,89.5,101,2017-18,70,99,8.5,2,17,99,7,0.0,0,8,0,72.0,4.0,1.1,2018-02-28,253,713
1406X,MAZARICOS,A CORUÑA,340,9,126.0,135,2018-19,114,126,7.0,0,13,132,9,5.0,10,0,4,86.0,-0.4,-3.1,2023-02-24,450,1132
1410X,SOBRADO,A CORUÑA,500,8,141.0,148,2018-19,135,141,22.0,12,29,110,12,34.5,49,0,10,70.5,-3.9,-6.6,2021-01-16,455,1135
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,370,9,138.0,145,2018-19,127,140,16.0,3,22,129,11,7.0,14,0,4,78.0,-1.0,-4.2,2021-01-16,478,1212
1435C,NOIA,A CORUÑA,128,8,111.5,124,2017-18,99,116,22.0,4,45,98,12,0.0,0,8,0,69.0,1.9,0.1,2021-01-05,346,892
1442U,BOIRO,A CORUÑA,10,9,108.0,123,2018-19,98,112,22.0,9,33,115,12,3.0,7,1,5,66.0,0.1,-1.9,2021-01-16,384,994
1446X,MONTERROSO,LUGO,680,9,143.0,149,2018-19,130,144,9.0,1,19,136,5,7.0,18,0,6,60.0,-0.8,-2.8,2021-01-08,492,1276
1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645,9,143.0,148,2018-19,118,118,9.0,3,21,121,5,29.0,56,0,14,61.0,-3.5,-5.6,2018-02-24,520,1269
1465U,LALIN-CRISTIMIL,PONTEVEDRA,463,9,131.0,142,2018-19,106,106,18.0,6,30,99,12,23.0,40,0,13,49.0,-2.8,-5.6,2021-01-08,465,1165
1466A,SILLEDA,PONTEVEDRA,435,9,128.0,142,2018-19,116,135,27.0,9,36,82,12,3.0,11,0,6,70.0,-0.8,-3.1,2021-01-08,465,1182
1468X,A ESTRADA,PONTEVEDRA,269,9,126.0,139,2018-19,114,132,20.0,7,29,129,11,10.0,20,0,7,75.0,-1.0,-3.4,2023-12-18,455,1144
1473A,PADRÓN,A CORUÑA,100,9,127.0,137,2018-19,102,127,23.0,12,34,107,16,9.0,19,0,10,75.0,-1.6,-3.3,2019-01-06,444,1104
1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,240,9,121.0,136,2018-19,102,124,27.0,7,32,98,12,0.0,5,5,2,77.0,0.6,-1.8,2021-01-16,413,1061
1476R,"ROIS, CASAS DO PORTO",A CORUÑA,210,8,117.0,127,2018-19,103,122,19.5,14,26,106,12,0.5,6,4,2,76.0,0.3,-1.8,2021-01-05,362,942
1477U,VILAGARCIA DE AROUSA,PONTEVEDRA,36,6,105.5,120,2017-18,95,96,27.5,16,35,76,13,0.0,3,5,1,69.5,1.4,-1.0,2021-01-05,244,638
1477V,VILAGARCÍA DE AROUSA,PONTEVEDRA,32,9,103.0,121,2017-18,91,110,28.0,12,34,76,13,0.0,3,8,1,72.0,1.0,-0.9,2021-01-05,356,950
1484C,PONTEVEDRA,PONTEVEDRA,113,9,114.0,128,2017-18,97,116,28.0,7,38,99,12,0.0,4,7,4,70.0,0.9,-1.2,2021-01-08,380,1013
1489A,A LAMA,PONTEVEDRA,395,9,135.0,144,2018-19,126,137,21.0,9,28,110,12,13.0,33,0,8,72.0,-1.8,-4.3,2021-01-16,472,1210
1495,VIGO AEROPUERTO,PONTEVEDRA,255,9,125.0,134,2017-18,111,130,23.0,10,30,110,11,1.0,5,4,5,73.0,0.3,-3.1,2021-01-05,420,1112
