indicativo,nombre,provincia,altitud_m,anio,dias_con_dato,noches_trop,noches_trop_jja,noches_ecua,noches_sobre_22,racha_max,tmin_minima,tmin_minima_fecha,tmin_maxima,tmin_maxima_fecha,tmin_p95,primera_trop,ultima_trop
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2017,365,52,50,0,15,13,-0.8,2017-01-18,24.3,2017-08-05,21.7,2017-05-24,2017-08-29
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2018,365,51,48,4,19,16,-2.4,2018-02-27,26.8,2018-08-04,22.1,2018-06-20,2018-09-23
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2019,365,53,50,1,18,13,-0.7,2019-01-11,27.5,2019-06-28,21.9,2019-06-26,2019-09-16
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2020,366,52,45,1,17,14,0.6,2020-12-27,26.6,2020-08-09,21.7,2020-05-21,2020-09-17
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2021,365,40,32,0,13,8,-0.5,2021-01-11,24.3,2021-08-12,21.4,2021-06-11,2021-09-15
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2022,365,73,62,4,38,40,0.5,2022-04-02,27.3,2022-06-17,22.9,2022-05-21,2022-09-15
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2023,365,59,51,5,19,18,-1.1,2023-02-27,29.4,2023-08-23,22.1,2023-06-16,2023-09-30
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2024,366,47,45,3,18,13,2.5,2024-03-03,27.1,2024-07-30,22.0,2024-06-27,2024-09-02
0200E,"BARCELONA, FABRA",BARCELONA,408.0,2025,365,62,55,9,32,20,1.5,2025-11-22,27.8,2025-08-16,23.2,2025-05-30,2025-09-20
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,2018,360,92,71,7,52,31,0.1,2018-02-28,27.1,2018-08-04,23.6,2018-06-11,2018-09-24
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,2019,360,75,64,2,51,29,2.9,2019-01-11,25.2,2019-08-08,23.5,2019-06-25,2019-09-30
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,2020,366,77,65,3,54,25,4.0,2020-01-12,25.7,2020-08-12,24.0,2020-06-22,2020-09-20
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,2021,364,92,73,0,41,39,2.0,2021-01-06,24.4,2021-07-21,23.0,2021-06-11,2021-09-26
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,2024,366,76,68,7,51,61,3.9,2024-01-09,25.9,2024-08-10,24.4,2024-06-08,2024-10-09
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,2025,364,97,80,17,65,34,2.6,2025-01-15,27.1,2025-08-11,24.8,2025-05-31,2025-09-20
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2017,363,82,75,4,58,36,2.3,2017-01-18,25.8,2017-08-03,24.1,2017-06-03,2017-10-06
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2018,300,40,21,0,13,18,1.3,2018-02-28,23.6,2018-07-03,21.8,2018-06-10,2018-10-13
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2021,348,99,77,0,55,40,3.6,2021-01-12,24.7,2021-08-15,23.6,2021-06-10,2021-09-29
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2022,363,110,86,14,79,46,4.9,2022-01-23,26.6,2022-08-02,24.9,2022-05-19,2022-10-21
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2023,364,115,81,18,75,50,2.0,2023-02-27,27.7,2023-08-24,25.0,2023-06-06,2023-10-18
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2024,365,85,75,13,62,64,4.7,2024-01-13,26.3,2024-08-01,24.6,2024-06-06,2024-10-16
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,2025,362,111,87,16,75,34,5.9,2025-01-14,26.9,2025-08-17,24.7,2025-05-30,2025-10-22
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2017,365,14,14,0,2,5,-5.7,2017-01-18,22.4,2017-08-05,19.9,2017-06-16,2017-08-27
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2018,365,12,11,0,4,10,-3.8,2018-02-09,22.7,2018-08-02,19.5,2018-07-30,2018-09-01
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2019,363,11,11,0,1,5,-5.5,2019-01-11,23.0,2019-08-07,19.8,2019-07-07,2019-08-11
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2020,353,14,14,0,1,4,-2.4,2020-01-13,22.4,2020-08-12,19.7,2020-07-24,2020-08-27
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2021,359,9,6,0,0,2,-4.8,2021-01-06,21.8,2021-08-12,19.3,2021-07-06,2021-09-15
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2022,362,21,20,0,2,4,-4.6,2022-01-17,23.2,2022-08-02,20.1,2022-06-15,2022-09-13
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2023,365,29,28,0,9,8,-6.6,2023-01-22,24.1,2023-08-22,20.9,2023-06-27,2023-09-02
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2024,365,14,14,0,1,7,-2.9,2024-01-09,23.2,2024-08-01,19.8,2024-07-19,2024-08-27
0222X,CALDES DE MONTBUI,BARCELONA,175.0,2025,361,16,15,0,2,5,-5.4,2025-01-14,22.8,2025-07-19,19.7,2025-06-29,2025-09-08
0244X,VILASSAR DE DALT,BARCELONA,56.0,2017,361,67,65,1,35,19,0.6,2017-01-17,25.2,2017-08-05,22.7,2017-06-12,2017-09-06
0244X,VILASSAR DE DALT,BARCELONA,56.0,2018,345,79,61,5,27,14,0.0,2018-02-27,27.1,2018-08-04,22.4,2018-06-22,2018-09-24
0244X,VILASSAR DE DALT,BARCELONA,56.0,2019,349,71,63,0,33,39,2.9,2019-01-10,24.3,2019-08-10,22.7,2019-06-25,2019-10-13
0244X,VILASSAR DE DALT,BARCELONA,56.0,2020,316,61,54,0,30,17,4.0,2020-01-13,24.6,2020-08-02,22.7,2020-06-26,2020-09-19
0244X,VILASSAR DE DALT,BARCELONA,56.0,2021,322,80,65,0,28,16,2.0,2021-01-12,23.9,2021-08-15,22.5,2021-06-11,2021-09-25
0244X,VILASSAR DE DALT,BARCELONA,56.0,2022,364,92,75,2,58,46,2.8,2022-04-02,26.0,2022-08-02,24.0,2022-06-08,2022-10-21
0244X,VILASSAR DE DALT,BARCELONA,56.0,2023,339,79,61,4,50,33,1.1,2023-01-22,27.1,2023-08-23,23.9,2023-06-23,2023-10-05
0244X,VILASSAR DE DALT,BARCELONA,56.0,2024,366,65,60,1,38,39,3.7,2024-01-08,25.6,2024-08-10,23.3,2024-06-08,2024-09-10
0244X,VILASSAR DE DALT,BARCELONA,56.0,2025,364,85,74,5,53,32,3.0,2025-01-14,26.7,2025-08-16,24.3,2025-06-01,2025-09-20
0252D,ARENYS DE MAR,BARCELONA,74.0,2017,362,48,47,0,9,11,-1.4,2017-01-17,24.1,2017-08-05,21.4,2017-06-15,2017-09-06
0252D,ARENYS DE MAR,BARCELONA,74.0,2019,344,47,46,0,6,10,1.1,2019-02-04,22.9,2019-08-07,21.2,2019-06-26,2019-09-14
0252D,ARENYS DE MAR,BARCELONA,74.0,2020,365,41,40,0,6,11,1.1,2020-12-27,23.4,2020-08-12,21.4,2020-06-30,2020-09-19
0252D,ARENYS DE MAR,BARCELONA,74.0,2021,365,42,35,0,7,8,1.3,2021-01-06,22.7,2021-06-13,21.1,2021-06-12,2021-09-15
0252D,ARENYS DE MAR,BARCELONA,74.0,2022,362,73,63,0,30,29,1.4,2022-01-15,24.8,2022-08-02,22.6,2022-06-14,2022-09-14
0252D,ARENYS DE MAR,BARCELONA,74.0,2023,363,59,53,2,25,20,-0.6,2023-01-22,26.2,2023-08-23,22.2,2023-06-21,2023-09-18
0252D,ARENYS DE MAR,BARCELONA,74.0,2024,347,43,41,0,15,10,1.9,2024-01-08,24.3,2024-08-10,21.7,2024-06-08,2024-09-02
0255B,SANTA SUSANNA,BARCELONA,40.0,2017,339,12,12,0,1,7,-3.1,2017-12-02,22.1,2017-08-01,19.6,2017-06-25,2017-08-27
0255B,SANTA SUSANNA,BARCELONA,40.0,2018,365,11,11,0,3,7,-2.5,2018-02-09,23.4,2018-08-08,19.1,2018-07-30,2018-08-29
0255B,SANTA SUSANNA,BARCELONA,40.0,2019,363,10,10,0,1,4,-3.5,2019-02-04,22.6,2019-08-19,19.2,2019-07-02,2019-08-19
0255B,SANTA SUSANNA,BARCELONA,40.0,2020,365,7,7,0,0,1,-3.0,2020-12-26,20.7,2020-07-28,19.2,2020-06-30,2020-08-27
0255B,SANTA SUSANNA,BARCELONA,40.0,2021,364,8,4,0,2,2,-2.5,2021-01-12,22.9,2021-09-14,19.1,2021-07-11,2021-09-15
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2017,365,14,14,0,4,6,-4.4,2017-01-18,23.2,2017-08-03,19.3,2017-06-15,2017-08-29
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2018,365,7,7,0,1,6,-5.4,2018-02-13,22.1,2018-08-05,17.8,2018-07-27,2018-08-06
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2019,362,16,16,0,6,7,-2.9,2019-01-11,24.2,2019-06-28,19.9,2019-06-25,2019-08-09
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2020,333,7,7,0,2,3,-0.9,2020-03-26,22.6,2020-08-09,18.5,2020-07-28,2020-08-10
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2021,365,6,6,0,3,4,-4.0,2021-01-06,23.5,2021-08-14,17.6,2021-07-22,2021-08-15
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2022,362,24,23,0,3,7,-3.2,2022-04-02,23.6,2022-06-17,20.7,2022-05-22,2022-08-13
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2023,357,14,13,2,6,6,-4.8,2023-02-27,26.2,2023-08-23,19.9,2023-07-09,2023-09-04
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2024,366,11,11,0,2,4,-1.2,2024-01-08,23.7,2024-07-30,19.2,2024-07-19,2024-08-12
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,2025,350,25,25,0,10,10,-1.3,2025-11-21,24.5,2025-08-17,20.9,2025-06-11,2025-08-26
0281Y,BLANES,GIRONA,45.0,2017,365,65,64,1,33,18,-1.1,2017-01-18,25.9,2017-08-05,22.6,2017-06-12,2017-09-05
0281Y,BLANES,GIRONA,45.0,2018,364,82,63,5,27,24,0.1,2018-02-27,27.9,2018-08-04,22.7,2018-06-20,2018-10-13
0281Y,BLANES,GIRONA,45.0,2019,364,64,60,0,37,17,0.7,2019-01-11,24.8,2019-08-09,23.0,2019-06-25,2019-09-16
0281Y,BLANES,GIRONA,45.0,2020,366,68,57,0,35,29,2.6,2020-12-27,24.4,2020-08-12,22.7,2020-06-26,2020-09-19
0281Y,BLANES,GIRONA,45.0,2021,363,69,58,0,29,13,1.6,2021-01-08,23.7,2021-07-23,22.5,2021-06-10,2021-09-26
0281Y,BLANES,GIRONA,45.0,2022,364,88,72,4,64,45,2.7,2022-01-22,26.0,2022-08-02,23.9,2022-06-06,2022-10-20
0281Y,BLANES,GIRONA,45.0,2023,364,88,69,5,46,33,0.0,2023-01-23,27.1,2023-08-23,23.6,2023-06-09,2023-10-18
0281Y,BLANES,GIRONA,45.0,2024,366,62,58,3,35,23,3.5,2024-01-09,25.6,2024-08-10,23.2,2024-06-26,2024-09-07
0281Y,BLANES,GIRONA,45.0,2025,364,78,69,6,49,26,1.8,2025-01-14,27.3,2025-08-16,24.3,2025-06-10,2025-09-20
0284X,CASTELL D'ARO,GIRONA,14.0,2017,363,26,25,0,6,8,-2.0,2017-01-18,22.9,2017-07-19,20.6,2017-06-16,2017-09-06
0284X,CASTELL D'ARO,GIRONA,14.0,2018,364,22,19,0,5,11,-3.3,2018-02-09,23.7,2018-08-05,20.3,2018-07-21,2018-10-13
0284X,CASTELL D'ARO,GIRONA,14.0,2020,366,25,25,0,1,6,-1.9,2020-12-27,24.0,2020-08-22,20.5,2020-06-30,2020-08-27
0284X,CASTELL D'ARO,GIRONA,14.0,2021,364,14,9,0,4,3,-2.1,2021-01-04,23.5,2021-09-08,19.7,2021-06-14,2021-09-15
0284X,CASTELL D'ARO,GIRONA,14.0,2022,363,41,36,0,5,8,-2.3,2022-01-13,22.8,2022-08-14,20.7,2022-06-15,2022-10-20
0284X,CASTELL D'ARO,GIRONA,14.0,2023,364,36,36,0,10,10,-2.2,2023-01-19,24.1,2023-07-12,21.3,2023-06-20,2023-08-26
0284X,CASTELL D'ARO,GIRONA,14.0,2024,351,30,28,0,3,6,-1.3,2024-01-09,22.7,2024-09-07,20.8,2024-06-29,2024-10-09
0284X,CASTELL D'ARO,GIRONA,14.0,2025,365,34,33,0,4,6,-2.3,2025-01-15,22.4,2025-06-30,21.1,2025-06-21,2025-09-08
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2017,365,30,30,0,9,10,-3.9,2017-01-19,23.6,2017-07-19,20.8,2017-06-16,2017-08-30
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2018,365,20,19,0,6,10,-3.5,2018-02-09,23.6,2018-08-05,20.3,2018-06-22,2018-09-15
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2019,365,27,27,0,7,5,-1.2,2019-01-04,23.9,2019-07-08,20.5,2019-06-29,2019-08-28
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2020,366,24,23,0,3,6,-2.4,2020-12-27,22.7,2020-08-21,20.7,2020-06-30,2020-09-18
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2021,365,20,15,0,4,3,-3.4,2021-01-04,23.5,2021-09-14,20.2,2021-06-14,2021-09-15
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2022,365,46,41,0,10,10,-2.8,2022-01-17,23.0,2022-09-13,21.3,2022-06-13,2022-09-13
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2023,365,39,38,0,17,12,-3.2,2023-01-30,24.3,2023-08-23,21.9,2023-06-21,2023-09-18
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2024,366,31,30,0,6,9,-2.3,2024-01-09,23.6,2024-07-19,21.1,2024-07-09,2024-09-07
0294B,LA BISBAL (D'EMPORDA 3),GIRONA,51.0,2025,365,41,40,0,9,11,-3.5,2025-01-15,23.1,2025-08-17,20.9,2025-06-21,2025-09-08
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2017,360,0,0,0,0,0,-10.7,2017-01-18,17.2,2017-08-06,14.6,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2018,359,0,0,0,0,0,-10.5,2018-02-09,16.0,2018-08-07,14.1,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2019,355,0,0,0,0,0,-8.3,2019-01-11,17.0,2019-08-07,14.5,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2020,365,0,0,0,0,0,-6.7,2020-01-12,18.8,2020-08-22,14.4,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2021,365,0,0,0,0,0,-10.8,2021-01-06,17.9,2021-08-12,14.2,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2022,362,0,0,0,0,0,-8.4,2022-01-15,17.1,2022-07-23,14.4,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2023,361,0,0,0,0,0,-8.8,2023-03-05,17.7,2023-07-24,15.7,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2024,365,0,0,0,0,0,-9.1,2024-01-09,16.6,2024-08-25,14.9,,
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,2025,353,0,0,0,0,0,-8.3,2025-01-14,18.1,2025-07-19,15.0,,
0320I,PLANOLES,GIRONA,1151.0,2017,365,0,0,0,0,0,-8.6,2017-01-18,17.8,2017-08-03,15.3,,
0320I,PLANOLES,GIRONA,1151.0,2018,363,0,0,0,0,0,-9.5,2018-02-08,16.9,2018-08-05,14.1,,
0320I,PLANOLES,GIRONA,1151.0,2019,364,0,0,0,0,0,-5.3,2019-01-24,19.5,2019-06-28,15.1,,
0320I,PLANOLES,GIRONA,1151.0,2020,366,0,0,0,0,0,-4.7,2020-12-05,18.3,2020-08-08,14.1,,
0320I,PLANOLES,GIRONA,1151.0,2021,354,1,1,0,0,1,-8.6,2021-01-06,20.3,2021-08-12,14.0,2021-08-12,2021-08-12
0320I,PLANOLES,GIRONA,1151.0,2022,365,0,0,0,0,0,-6.8,2022-04-04,18.1,2022-06-17,15.5,,
0320I,PLANOLES,GIRONA,1151.0,2023,348,0,0,0,0,0,-7.4,2023-02-10,18.7,2023-07-19,16.3,,
0320I,PLANOLES,GIRONA,1151.0,2024,366,0,0,0,0,0,-5.1,2024-01-09,18.1,2024-07-29,15.1,,
0320I,PLANOLES,GIRONA,1151.0,2025,359,0,0,0,0,0,-4.3,2025-01-13,18.6,2025-08-16,15.4,,
0321,CAMPDEVANOL,GIRONA,731.0,2017,365,0,0,0,0,0,-9.2,2017-01-18,19.3,2017-07-14,16.0,,
0321,CAMPDEVANOL,GIRONA,731.0,2018,365,0,0,0,0,0,-9.2,2018-02-09,18.0,2018-08-03,15.6,,
0321,CAMPDEVANOL,GIRONA,731.0,2020,366,0,0,0,0,0,-5.8,2020-01-12,18.9,2020-08-22,16.1,,
0321,CAMPDEVANOL,GIRONA,731.0,2021,365,0,0,0,0,0,-9.2,2021-01-06,19.6,2021-08-12,15.3,,
0321,CAMPDEVANOL,GIRONA,731.0,2022,304,0,0,0,0,0,-8.1,2022-01-16,18.0,2022-08-24,15.2,,
0321,CAMPDEVANOL,GIRONA,731.0,2023,365,0,0,0,0,0,-7.6,2023-01-30,19.8,2023-07-16,17.4,,
0321,CAMPDEVANOL,GIRONA,731.0,2024,366,0,0,0,0,0,-7.3,2024-01-09,19.2,2024-07-16,16.5,,
0321,CAMPDEVANOL,GIRONA,731.0,2025,365,0,0,0,0,0,-8.0,2025-01-14,18.4,2025-09-16,16.2,,
0324A,RIPOLL,GIRONA,675.0,2017,356,0,0,0,0,0,-8.9,2017-01-18,19.5,2017-07-14,16.2,,
0324A,RIPOLL,GIRONA,675.0,2018,355,0,0,0,0,0,-8.3,2018-02-09,17.9,2018-08-03,15.9,,
0324A,RIPOLL,GIRONA,675.0,2019,315,0,0,0,0,0,-7.9,2019-01-11,18.6,2019-08-07,16.0,,
0324A,RIPOLL,GIRONA,675.0,2021,360,0,0,0,0,0,-8.7,2021-01-06,19.3,2021-08-12,16.0,,
0324A,RIPOLL,GIRONA,675.0,2022,353,0,0,0,0,0,-7.7,2022-01-16,19.2,2022-07-24,16.4,,
0324A,RIPOLL,GIRONA,675.0,2023,331,0,0,0,0,0,-7.6,2023-01-30,20.0,2023-07-12,17.7,,
0324A,RIPOLL,GIRONA,675.0,2024,353,0,0,0,0,0,-7.5,2024-01-09,18.9,2024-07-16,16.7,,
0341,TONA (ESCOLA),BARCELONA,607.0,2017,365,0,0,0,0,0,-6.9,2017-01-18,19.7,2017-08-03,17.0,,
0341,TONA (ESCOLA),BARCELONA,607.0,2018,365,1,1,0,0,1,-6.6,2018-02-27,20.5,2018-08-03,16.7,2018-08-03,2018-08-03
0341,TONA (ESCOLA),BARCELONA,607.0,2019,365,0,0,0,0,0,-7.0,2019-01-11,19.3,2019-08-07,16.8,,
0341,TONA (ESCOLA),BARCELONA,607.0,2020,366,0,0,0,0,0,-4.8,2020-12-27,19.3,2020-08-22,16.7,,
0341,TONA (ESCOLA),BARCELONA,607.0,2021,365,1,1,0,0,1,-7.7,2021-01-06,20.5,2021-08-12,16.5,2021-08-12,2021-08-12
0341,TONA (ESCOLA),BARCELONA,607.0,2022,365,0,0,0,0,0,-6.5,2022-01-16,19.7,2022-07-27,17.6,,
0341,TONA (ESCOLA),BARCELONA,607.0,2023,334,2,2,0,0,1,-7.5,2023-01-22,20.2,2023-07-11,17.6,2023-07-11,2023-07-19
0341,TONA (ESCOLA),BARCELONA,607.0,2024,366,0,0,0,0,0,-6.0,2024-01-09,19.9,2024-08-10,17.6,,
0341,TONA (ESCOLA),BARCELONA,607.0,2025,335,2,2,0,0,1,-6.9,2025-01-14,20.5,2025-07-20,18.3,2025-07-18,2025-07-20
0341X,TONA,BARCELONA,607.0,2017,354,0,0,0,0,0,-7.5,2017-01-18,19.8,2017-08-03,17.3,,
0341X,TONA,BARCELONA,607.0,2018,365,1,1,0,0,1,-6.3,2018-02-09,20.8,2018-08-03,17.0,2018-08-03,2018-08-03
0341X,TONA,BARCELONA,607.0,2019,363,0,0,0,0,0,-6.8,2019-01-11,19.6,2019-08-07,17.2,,
0341X,TONA,BARCELONA,607.0,2020,364,0,0,0,0,0,-4.5,2020-12-27,19.6,2020-08-22,17.4,,
0341X,TONA,BARCELONA,607.0,2021,357,1,1,0,0,1,-7.5,2021-01-06,20.8,2021-08-12,16.9,2021-08-12,2021-08-12
0341X,TONA,BARCELONA,607.0,2022,361,0,0,0,0,0,-6.0,2022-01-16,19.7,2022-08-02,18.0,,
0341X,TONA,BARCELONA,607.0,2023,352,7,7,0,0,4,-7.2,2023-01-22,21.8,2023-08-23,18.7,2023-07-11,2023-08-23
0341X,TONA,BARCELONA,607.0,2024,337,1,1,0,0,1,-5.7,2024-01-09,20.1,2024-08-10,18.1,2024-08-10,2024-08-10
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,2019,341,0,0,0,0,0,-7.9,2019-01-11,19.5,2019-08-07,16.6,,
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,2021,344,0,0,0,0,0,-8.1,2021-01-06,19.6,2021-08-15,16.1,,
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,2022,333,0,0,0,0,0,-6.6,2022-01-17,19.6,2022-08-02,17.3,,
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,2023,343,2,2,0,0,1,-8.7,2023-01-22,20.1,2023-07-11,18.1,2023-07-11,2023-07-19
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,2024,354,0,0,0,0,0,-6.8,2024-01-09,19.6,2024-07-19,17.1,,
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,2025,339,1,1,0,0,1,-7.9,2025-01-14,20.2,2025-07-16,17.5,2025-07-16,2025-07-16
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2017,364,0,0,0,0,0,-8.9,2017-01-18,19.1,2017-08-06,16.7,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2018,364,0,0,0,0,0,-7.2,2018-02-09,18.2,2018-08-02,16.5,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2019,358,0,0,0,0,0,-8.5,2019-01-11,19.7,2019-08-07,16.0,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2020,347,0,0,0,0,0,-5.8,2020-12-27,19.6,2020-06-30,16.9,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2021,361,0,0,0,0,0,-7.5,2021-01-06,19.9,2021-08-23,15.8,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2022,361,0,0,0,0,0,-7.2,2022-01-14,18.6,2022-07-26,16.8,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2023,353,0,0,0,0,0,-9.4,2023-01-21,19.3,2023-08-20,16.9,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2024,366,0,0,0,0,0,-8.2,2024-01-08,19.7,2024-08-12,16.7,,
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,2025,364,0,0,0,0,0,-8.7,2025-01-14,19.2,2025-08-27,17.0,,
0363X,SANT HILARI,GIRONA,810.0,2017,362,0,0,0,0,0,-7.4,2017-01-17,18.3,2017-08-29,16.0,,
0363X,SANT HILARI,GIRONA,810.0,2018,363,0,0,0,0,0,-7.0,2018-02-27,18.0,2018-08-04,15.0,,
0363X,SANT HILARI,GIRONA,810.0,2019,363,0,0,0,0,0,-6.9,2019-01-11,19.7,2019-08-09,15.7,,
0363X,SANT HILARI,GIRONA,810.0,2020,362,0,0,0,0,0,-4.0,2020-12-05,17.6,2020-08-01,15.2,,
0363X,SANT HILARI,GIRONA,810.0,2021,358,0,0,0,0,0,-6.7,2021-01-06,19.7,2021-07-22,15.6,,
0363X,SANT HILARI,GIRONA,810.0,2022,365,2,1,0,0,1,-4.7,2022-01-07,20.9,2022-05-22,16.9,2022-05-22,2022-08-12
0363X,SANT HILARI,GIRONA,810.0,2023,364,1,1,0,0,1,-8.0,2023-01-22,20.3,2023-08-23,16.8,2023-08-23,2023-08-23
0363X,SANT HILARI,GIRONA,810.0,2024,366,1,1,0,0,1,-4.7,2024-01-09,20.3,2024-07-30,16.4,2024-07-30,2024-07-30
0363X,SANT HILARI,GIRONA,810.0,2025,365,0,0,0,0,0,-5.7,2025-01-14,19.8,2025-08-17,17.1,,
0367,GIRONA AEROPUERTO,GIRONA,143.0,2017,362,16,16,0,0,5,-6.0,2017-01-17,21.9,2017-08-01,19.8,2017-06-16,2017-08-29
0367,GIRONA AEROPUERTO,GIRONA,143.0,2018,360,9,9,0,1,7,-5.4,2018-02-09,22.3,2018-08-05,18.7,2018-07-30,2018-08-08
0367,GIRONA AEROPUERTO,GIRONA,143.0,2019,360,11,11,0,1,4,-6.2,2019-01-11,22.9,2019-08-10,19.3,2019-06-29,2019-08-19
0367,GIRONA AEROPUERTO,GIRONA,143.0,2020,354,3,3,0,0,1,-4.4,2020-12-27,20.9,2020-08-11,18.9,2020-08-09,2020-08-22
0367,GIRONA AEROPUERTO,GIRONA,143.0,2021,363,9,4,0,0,3,-4.9,2021-01-04,21.9,2021-09-14,18.7,2021-07-06,2021-09-15
0367,GIRONA AEROPUERTO,GIRONA,143.0,2022,363,21,19,0,2,2,-5.6,2022-01-18,22.4,2022-07-19,20.1,2022-06-17,2022-09-13
0367,GIRONA AEROPUERTO,GIRONA,143.0,2023,358,20,20,0,5,8,-6.7,2023-01-23,23.7,2023-08-23,20.2,2023-07-10,2023-08-26
0367,GIRONA AEROPUERTO,GIRONA,143.0,2024,361,20,19,0,2,9,-5.2,2024-01-08,22.5,2024-07-19,20.1,2024-07-11,2024-09-07
0367,GIRONA AEROPUERTO,GIRONA,143.0,2025,336,22,22,0,2,5,-5.6,2025-01-14,22.1,2025-06-26,20.4,2025-06-15,2025-08-27
0370E,GIRONA,GIRONA,76.0,2017,363,33,33,0,9,9,-4.9,2017-01-18,23.3,2017-08-27,21.4,2017-06-15,2017-08-30
0370E,GIRONA,GIRONA,76.0,2018,363,20,19,0,10,11,-3.5,2018-02-09,23.9,2018-08-07,20.2,2018-07-11,2018-09-15
0370E,GIRONA,GIRONA,76.0,2019,364,31,30,0,11,7,-3.8,2019-01-11,23.6,2019-08-09,21.0,2019-06-29,2019-09-01
0370E,GIRONA,GIRONA,76.0,2020,366,36,36,0,3,6,-2.5,2020-12-27,23.1,2020-08-11,20.9,2020-06-23,2020-08-27
0370E,GIRONA,GIRONA,76.0,2021,364,26,21,0,4,5,-2.9,2021-01-04,22.6,2021-08-16,20.5,2021-06-14,2021-09-15
0370E,GIRONA,GIRONA,76.0,2022,361,54,50,0,15,17,-3.5,2022-01-16,23.7,2022-07-19,21.6,2022-06-13,2022-10-20
0370E,GIRONA,GIRONA,76.0,2023,363,41,41,1,16,16,-3.8,2023-01-23,25.2,2023-08-23,21.9,2023-06-21,2023-08-26
