rank,indicativo,nombre,provincia,altitud_m,lat,lon,n_anios,tmin_media_verano,noches_trop_anio,noches_ecua_anio,tmin_tendencia,tmin_esperada,residual,score_refugio_noche
766,0252D,ARENYS DE MAR,BARCELONA,74.000,41.587,2.540,10.000,20.092,43.500,0.400,0.283,19.597,0.495,2.791
767,0076,BARCELONA AEROPUERTO,BARCELONA,4.000,41.293,2.070,10.000,21.906,71.600,6.000,0.124,19.915,1.992,2.812
768,0200E,"BARCELONA, FABRA",BARCELONA,408.000,41.418,2.124,10.000,20.151,51.000,3.400,0.189,18.100,2.050,2.820
769,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50.000,40.820,0.493,10.000,20.832,60.200,2.100,0.189,19.434,1.398,2.826
770,4300Y,ALMADÉN,CIUDAD REAL,535.000,38.775,-4.845,10.000,20.079,49.700,4.900,0.131,16.660,3.419,2.833
771,8503Y,TORREBLANCA,CASTELLON,35.000,40.211,0.184,10.000,21.338,65.600,2.600,0.166,19.773,1.565,2.855
772,6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),MALAGA,515.000,37.024,-4.562,9.000,20.080,47.667,2.889,0.201,17.968,2.112,2.875
773,3343Y,VALDEMORILLO,MADRID,884.000,40.497,-4.061,10.000,17.958,27.300,0.300,0.197,14.337,3.621,2.877
774,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43.000,38.283,-0.571,10.000,21.450,67.700,4.600,0.199,20.689,0.762,2.885
775,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54.000,36.718,-4.482,10.000,21.849,72.300,6.400,0.143,20.194,1.655,2.885
776,B986,FORMENTERA,BALEARES,24.000,38.694,1.464,10.000,21.774,68.300,7.700,0.209,21.260,0.513,2.892
777,5164B,BAEZA,JAEN,771.000,37.997,-3.462,10.000,19.760,43.500,2.700,0.170,16.642,3.118,2.910
778,3448X,SERRADILLA,CACERES,406.000,39.821,-6.127,10.000,19.000,37.600,3.000,0.200,16.081,2.920,2.921
779,6000A,MELILLA,MELILLA,52.000,35.276,-2.956,10.000,22.505,76.400,10.100,0.171,21.685,0.820,2.922
780,3362Y,CASTILLO DE BAYUELA,TOLEDO,560.000,40.108,-4.681,9.000,19.359,42.667,4.111,0.152,15.763,3.596,2.923
781,3260B,TOLEDO,TOLEDO,513.000,39.885,-4.045,10.000,19.480,45.000,0.700,0.167,16.344,3.136,2.942
782,6155A,MÁLAGA AEROPUERTO,MALAGA,7.000,36.666,-4.482,10.000,21.759,72.100,6.400,0.165,20.431,1.328,2.969
783,1059X,PUNTA GALEA,BIZKAIA,81.000,43.375,-3.022,7.000,17.258,10.143,0.000,0.387,16.373,0.885,2.970
784,0281Y,BLANES,GIRONA,45.000,41.677,2.805,10.000,21.211,64.100,3.700,0.186,19.763,1.448,2.978
785,4147X,VALDEPEÑAS,CIUDAD REAL,700.000,38.751,-3.391,10.000,19.087,38.200,0.900,0.219,16.496,2.591,3.007
786,6143X,COÍN,MALAGA,230.000,36.658,-4.761,10.000,20.888,61.000,2.400,0.198,19.365,1.523,3.056
787,4148,VISO DEL MARQUÉS,CIUDAD REAL,804.000,38.518,-3.567,10.000,17.928,25.600,0.600,0.304,16.128,1.800,3.098
788,3125Y,SAN SEBASTIÁN DE LOS REYES,MADRID,672.000,40.550,-3.617,8.000,18.355,27.625,0.125,0.246,15.388,2.967,3.137
789,7012C,CARTAGENA,MURCIA,17.000,37.601,-0.988,10.000,22.823,72.700,13.800,0.158,21.082,1.741,3.156
790,3196,"MADRID, CUATRO VIENTOS",MADRID,690.000,40.376,-3.786,10.000,19.232,41.600,1.400,0.165,15.358,3.873,3.219
791,8013X,NOVELDA,ALICANTE,233.000,38.386,-0.758,10.000,20.988,61.900,3.100,0.220,19.729,1.259,3.226
792,5973,CÁDIZ,CADIZ,2.000,36.500,-6.258,10.000,21.823,73.800,5.600,0.154,19.903,1.919,3.265
793,5165X,TORRES,JAEN,910.000,37.781,-3.564,10.000,18.638,34.900,1.300,0.254,16.139,2.499,3.268
794,5246,SANTA ELENA,JAEN,770.000,38.344,-3.535,10.000,19.423,30.800,1.600,0.243,16.398,3.025,3.275
795,C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.000,27.927,-15.600,10.000,19.972,45.400,19.700,0.181,16.629,3.343,3.276
796,7211B,PUERTO LUMBRERAS,MURCIA,445.000,37.568,-1.797,10.000,20.930,63.200,2.800,0.188,18.946,1.984,3.295
797,5279X,LINARES,JAEN,515.000,38.151,-3.629,10.000,20.771,53.600,7.000,0.168,17.594,3.177,3.353
798,5192,VILLARRODRIGO,JAEN,862.000,38.489,-2.638,8.000,19.687,38.875,3.000,0.206,16.238,3.449,3.385
799,6069X,BENAHAVÍS,MALAGA,392.000,36.544,-5.025,10.000,20.382,54.400,2.900,0.236,18.637,1.745,3.412
800,3254Y,MORA,TOLEDO,717.000,39.687,-3.781,10.000,18.918,38.400,0.700,0.220,15.682,3.236,3.421
801,7178I,MURCIA,MURCIA,62.000,38.002,-1.171,10.000,21.898,72.000,6.400,0.203,20.563,1.334,3.478
802,9293X,"ALFARO, LA PLANA",LA RIOJA,371.000,42.176,-1.744,6.000,17.282,16.833,0.333,0.403,16.350,0.932,3.506
803,4121,CIUDAD REAL,CIUDAD REAL,626.000,38.989,-3.920,10.000,19.577,44.200,1.400,0.214,16.470,3.107,3.511
804,6213X,NERJA,MALAGA,169.000,36.763,-3.845,10.000,21.392,65.400,2.300,0.220,19.901,1.491,3.512
805,3200,GETAFE,MADRID,620.000,40.299,-3.722,10.000,19.833,48.100,2.400,0.156,15.734,4.099,3.516
806,7002Y,ÁGUILAS,MURCIA,32.000,37.417,-1.587,10.000,22.654,78.000,12.800,0.170,20.913,1.741,3.552
807,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.000,39.957,-0.072,10.000,21.685,70.600,5.500,0.192,19.806,1.880,3.601
808,9814I,"TORLA-ORDESA, EL CEBOLLAR",HUESCA,1905.000,42.656,-0.124,7.000,11.381,0.000,0.000,0.447,9.981,1.400,3.652
809,3519X,PLASENCIA,CACERES,415.000,40.043,-6.086,9.000,19.898,44.667,6.667,0.183,15.915,3.983,3.665
810,8025,ALACANT/ALICANTE,ALICANTE,81.000,38.373,-0.494,10.000,21.645,70.400,4.700,0.233,20.495,1.150,3.692
811,3298X,SAN PABLO DE LOS MONTES,TOLEDO,917.000,39.547,-4.351,6.000,18.271,29.000,1.500,0.258,14.692,3.578,3.728
812,6084X,FUENGIROLA,MALAGA,8.000,36.539,-4.618,6.000,21.673,62.333,4.333,0.260,20.458,1.216,3.747
813,0016B,REUS (CENTRE LECTURA),TARRAGONA,118.000,41.154,1.109,9.000,21.863,67.778,7.667,0.176,19.153,2.710,3.781
814,6272X,CASTELL DE FERRO,GRANADA,235.000,36.734,-3.380,9.000,21.704,69.222,4.000,0.209,19.805,1.899,3.782
815,6281X,VÁLOR,GRANADA,1020.000,37.005,-3.071,10.000,19.695,43.300,4.400,0.226,16.337,3.357,3.790
816,0244X,VILASSAR DE DALT,BARCELONA,56.000,41.505,2.363,10.000,21.402,65.600,3.400,0.230,19.662,1.740,3.803
817,8057C,PEGO,ALICANTE,60.000,38.847,-0.118,10.000,22.248,74.300,7.600,0.198,20.422,1.825,3.814
818,3191E,COLMENAR VIEJO,MADRID,1004.000,40.696,-3.765,10.000,17.945,30.900,0.500,0.232,13.798,4.146,3.816
819,3094B,TARANCÓN,CUENCA,819.000,40.012,-3.021,9.000,18.892,38.111,1.000,0.236,15.312,3.579,3.839
820,8416Y,"VALÈNCIA, VIVEROS",VALENCIA,13.000,39.481,-0.366,9.000,22.151,72.778,7.444,0.198,20.131,2.020,3.859
821,4064Y,ALCAZAR DE SAN JUAN,CIUDAD REAL,640.000,39.391,-3.216,10.000,19.454,44.500,0.700,0.243,16.414,3.041,3.877
822,6172X,MÁLAGA,MALAGA,25.000,36.717,-4.420,9.000,22.469,78.667,10.222,0.178,20.344,2.125,3.923
823,8414A,VALENCIA AEROPUERTO,VALENCIA,56.000,39.485,-0.475,10.000,21.138,65.000,5.100,0.265,19.901,1.237,3.933
824,6175X,RINCÓN DE LA VICTORIA,MALAGA,7.000,36.715,-4.286,10.000,22.181,72.700,8.000,0.221,20.472,1.709,3.976
825,3195,"MADRID, RETIRO",MADRID,667.000,40.411,-3.678,10.000,19.824,48.500,3.200,0.180,15.475,4.349,4.016
826,5427X,DOÑA MENCÍA,CORDOBA,650.000,37.556,-4.354,10.000,19.957,45.000,4.700,0.262,17.119,2.837,4.017
827,7007Y,MAZARRÓN,MURCIA,66.000,37.588,-1.231,9.000,22.173,73.111,8.667,0.246,20.788,1.386,4.125
828,1167G,"MIRADOR DEL CABLE, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1910.000,43.155,-4.803,5.000,9.519,0.200,0.000,0.473,7.914,1.605,4.134
829,8058Y,MIRAMAR,VALENCIA,12.000,38.950,-0.138,10.000,22.602,77.100,12.000,0.203,20.558,2.044,4.136
830,5270B,JAÉN,JAEN,580.000,37.777,-3.809,10.000,20.977,58.300,9.100,0.200,17.483,3.493,4.174
831,7019X,CARTAGENA/SALINAS CABO PALOS,MURCIA,2.000,37.636,-0.716,5.000,23.101,79.600,23.600,0.209,21.225,1.876,4.215
832,B569X,CAPDEPERA,BALEARES,57.000,39.717,3.478,10.000,23.381,77.800,21.700,0.202,21.209,2.172,4.227
833,6045X,ALPANDEIRE,MALAGA,676.000,36.633,-5.203,10.000,19.801,47.000,3.000,0.287,17.281,2.520,4.238
834,4236Y,PUERTO REY,CACERES,689.000,39.451,-5.026,10.000,18.226,30.500,1.600,0.330,15.494,2.731,4.238
835,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.000,41.391,2.200,10.000,22.252,62.600,7.200,0.241,19.805,2.448,4.256
836,5998X,OSUNA,SEVILLA,255.000,37.243,-5.112,10.000,21.925,63.900,15.900,0.206,18.754,3.172,4.292
837,B228,"PALMA, PUERTO",BALEARES,3.000,39.554,2.625,10.000,23.080,79.600,20.100,0.216,21.232,1.848,4.295
838,B087X,BANYALBUFAR,ILLES BALEARS,60.000,39.689,2.513,10.000,22.391,74.500,12.800,0.250,20.857,1.534,4.334
839,6291B,EL EJIDO,ALMERIA,98.000,36.775,-2.813,10.000,22.133,72.400,9.800,0.258,20.583,1.550,4.354
840,6277B,ADRA,ALMERIA,8.000,36.747,-3.021,7.000,21.492,52.000,6.714,0.370,20.915,0.578,4.367
841,6325O,ALMERÍA AEROPUERTO,ALMERIA,21.000,36.846,-2.357,10.000,22.446,74.700,15.000,0.260,21.040,1.406,4.395
842,6088X,TORREMOLINOS,MALAGA,85.000,36.621,-4.515,10.000,21.930,72.400,6.200,0.249,20.109,1.821,4.400
843,8416,VALÈNCIA,VALENCIA,13.000,39.481,-0.366,10.000,22.362,74.100,10.200,0.225,20.131,2.231,4.404
844,5281X,BAILÉN,JAEN,345.000,38.093,-3.782,10.000,21.049,58.200,5.400,0.253,18.312,2.737,4.414
845,4325Y,CASTUERA,BADAJOZ,459.000,38.742,-5.529,6.000,20.261,49.500,8.833,0.253,16.759,3.502,4.508
846,9445L,"FORMIGAL, SARRIOS",HUESCA,1800.000,42.763,-0.393,6.000,11.726,0.333,0.000,0.509,10.270,1.456,4.518
847,7218Y,TOTANA,MURCIA,281.000,37.759,-1.513,8.000,21.284,66.125,2.875,0.299,19.641,1.642,4.683
848,0201X,"BARCELONA, DRASSANES",BARCELONA,11.000,41.375,2.174,8.000,22.550,72.750,11.500,0.244,19.870,2.680,4.876
849,9451F,"PANTICOSA, PETROSOS",HUESCA,1850.000,42.704,-0.275,7.000,12.134,0.857,0.000,0.511,10.133,2.001,4.910
850,5038Y,CAZORLA,JAEN,799.000,37.916,-3.004,10.000,20.603,54.900,6.600,0.259,16.741,3.862,5.041
851,7020C,MURCIA AEROPUERTO,MURCIA,205.000,37.807,-1.128,8.000,20.818,60.750,1.375,0.386,20.082,0.736,5.058
852,6329X,CABO DE GATA,ALMERIA,42.000,36.722,-2.193,10.000,23.505,76.700,25.800,0.257,21.089,2.416,5.066
853,1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",ASTURIAS,1236.000,43.238,-4.737,5.000,10.931,1.000,0.200,0.624,10.813,0.119,5.256
854,3463Y,TRUJILLO,CACERES,523.000,39.464,-5.874,7.000,19.224,44.714,4.143,0.356,15.893,3.330,5.556
855,B398A,"CABRERA, PARQUE NACIONAL DE CABRERA",BALEARES,165.000,39.136,2.937,6.000,22.320,58.667,8.333,0.533,20.910,1.409,7.330
856,1167J,"CORISCAO, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1722.000,43.089,-4.774,5.000,9.927,0.400,0.000,0.740,8.783,1.144,7.406
857,0433D,CABO DE CREUS,GIRONA,75.000,42.319,3.316,7.000,22.395,71.429,13.429,0.568,19.412,2.983,9.321
