indicativo,temporada,nombre,provincia,altitud,dias_tmin,dias_tmax,noches_calefaccion,noches_frias,heladas,heladas_fuertes,calefaccion_nucleo,heladas_nucleo,dias_terraza,dias_terraza_20,dias_lluvia,racha_terraza,racha_sin_terraza,racha_heladas,tmin_p05,tmin_min,tmin_min_fecha,tmax_max,tmax_max_fecha
0171X,2018-19,IGUALADA,BARCELONA,313,151,151,146,102,14,0,90,14,39,16,15,12,65,3,-0.9,-2.7,2019-02-15,24.5,2019-03-16
0171X,2019-20,IGUALADA,BARCELONA,313,150,150,146,85,14,0,91,11,25,7,21,5,64,6,-0.5,-2.1,2020-01-15,24.6,2020-03-12
0171X,2020-21,IGUALADA,BARCELONA,313,151,151,140,67,9,1,86,9,55,24,19,15,35,4,-0.1,-3.9,2021-01-06,25.4,2020-11-01
0171X,2021-22,IGUALADA,BARCELONA,313,151,151,146,99,24,6,89,24,14,4,14,3,31,18,-2.5,-4.4,2022-01-23,23.0,2022-02-18
0171X,2022-23,IGUALADA,BARCELONA,313,151,151,136,79,19,1,89,16,56,42,15,17,47,5,-1.6,-3.7,2023-01-23,26.8,2023-03-13
0171X,2023-24,IGUALADA,BARCELONA,313,151,151,142,70,13,0,91,13,50,32,17,13,27,4,-0.7,-2.3,2023-12-28,25.6,2024-03-22
0171X,2025-26,IGUALADA,BARCELONA,313,149,149,143,89,6,0,88,4,27,7,39,5,70,3,0.4,-1.9,2026-01-06,22.6,2026-02-23
0194D,2017-18,"CORBERA, PUIG D'AGULLES",BARCELONA,647,147,147,141,92,20,4,85,17,8,4,22,2,39,8,-1.7,-4.5,2018-02-27,22.2,2017-11-04
0194D,2018-19,"CORBERA, PUIG D'AGULLES",BARCELONA,647,148,148,138,67,8,1,85,8,20,11,17,6,45,3,-0.0,-3.1,2019-01-11,23.5,2019-03-16
0194D,2019-20,"CORBERA, PUIG D'AGULLES",BARCELONA,647,150,150,142,58,0,0,86,0,14,7,27,3,44,0,1.8,1.0,2019-11-19,23.8,2020-03-12
0194D,2020-21,"CORBERA, PUIG D'AGULLES",BARCELONA,647,147,147,136,60,15,2,86,15,16,4,23,4,69,12,-1.3,-3.5,2021-01-08,24.1,2020-11-01
0194D,2021-22,"CORBERA, PUIG D'AGULLES",BARCELONA,647,151,151,146,78,5,0,86,3,6,0,24,2,60,2,0.9,-1.5,2022-01-22,19.9,2022-01-01
0194D,2022-23,"CORBERA, PUIG D'AGULLES",BARCELONA,647,151,151,127,62,17,0,86,15,32,11,10,6,48,6,-1.2,-2.9,2023-03-01,23.9,2023-03-30
0194D,2023-24,"CORBERA, PUIG D'AGULLES",BARCELONA,647,152,152,132,49,2,0,85,2,27,11,9,9,54,1,1.6,-0.4,2024-01-12,24.5,2024-03-22
0194D,2024-25,"CORBERA, PUIG D'AGULLES",BARCELONA,647,128,128,120,47,1,0,70,1,2,2,30,1,81,1,1.6,-0.2,2025-01-14,23.4,2025-03-31
0194D,2025-26,"CORBERA, PUIG D'AGULLES",BARCELONA,647,151,151,142,61,4,2,89,4,8,2,35,2,109,3,1.2,-3.5,2026-01-07,21.6,2026-02-24
0200E,2017-18,"BARCELONA, FABRA",BARCELONA,408,151,151,131,56,5,0,84,5,14,4,26,5,47,3,0.7,-2.4,2018-02-27,21.4,2017-11-24
0200E,2018-19,"BARCELONA, FABRA",BARCELONA,408,151,151,125,22,1,0,81,1,29,13,15,5,53,1,3.1,-0.7,2019-01-11,23.6,2019-03-25
0200E,2019-20,"BARCELONA, FABRA",BARCELONA,408,152,152,120,15,0,0,75,0,23,10,22,6,60,0,4.6,3.2,2020-01-11,23.0,2019-11-02
0200E,2020-21,"BARCELONA, FABRA",BARCELONA,408,151,151,113,34,3,0,79,3,30,12,19,10,59,2,0.8,-0.5,2021-01-11,22.7,2020-11-01
0200E,2021-22,"BARCELONA, FABRA",BARCELONA,408,151,151,125,22,0,0,78,0,18,7,23,3,46,0,3.1,1.4,2022-01-22,22.1,2022-01-01
0200E,2022-23,"BARCELONA, FABRA",BARCELONA,408,151,151,100,32,1,0,69,1,60,35,14,17,19,1,1.6,-1.1,2023-02-27,25.7,2023-03-24
0200E,2023-24,"BARCELONA, FABRA",BARCELONA,408,152,152,101,12,0,0,69,0,61,25,20,8,20,0,4.2,2.5,2024-03-03,26.4,2023-11-14
0200E,2024-25,"BARCELONA, FABRA",BARCELONA,408,151,151,117,20,0,0,84,0,20,6,27,2,60,0,4.0,2.2,2025-01-14,22.0,2025-03-31
0200E,2025-26,"BARCELONA, FABRA",BARCELONA,408,151,151,117,28,2,0,76,2,27,11,37,4,63,2,3.2,-1.6,2026-01-07,23.3,2025-11-01
0201D,2017-18,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,149,149,106,16,0,0,68,0,30,12,23,9,34,0,3.9,0.1,2018-02-28,22.5,2017-11-04
0201D,2018-19,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,150,150,106,12,0,0,82,0,34,7,16,6,34,0,4.6,2.9,2019-01-11,22.3,2019-03-04
0201D,2019-20,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,152,152,92,5,0,0,59,0,31,10,19,7,35,0,5.7,4.0,2020-01-12,24.3,2019-11-02
0201D,2020-21,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,151,151,83,14,0,0,62,0,27,12,16,14,44,0,4.0,2.0,2021-01-06,22.3,2021-01-29
0201D,2021-22,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,151,151,100,14,0,0,73,0,16,4,20,4,41,0,4.4,3.2,2022-01-16,22.9,2021-11-01
0201D,2023-24,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,152,152,73,7,0,0,58,0,39,17,15,9,13,0,5.1,3.9,2024-01-09,25.9,2023-11-14
0201D,2024-25,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,150,150,69,6,0,0,56,0,41,18,22,11,36,0,5.3,2.6,2025-01-15,23.3,2024-11-05
0201D,2025-26,"BARCELONA, PORT OLÍMPIC",BARCELONA,26,146,146,77,4,0,0,51,0,32,12,30,17,46,0,5.9,1.6,2026-01-07,23.2,2025-11-02
0201X,2017-18,"BARCELONA, DRASSANES",BARCELONA,11,149,149,98,9,0,0,70,0,36,19,22,6,39,0,3.5,1.3,2018-02-28,22.6,2018-01-04
0201X,2019-20,"BARCELONA, DRASSANES",BARCELONA,11,121,121,49,0,0,0,41,0,30,12,18,6,17,0,7.0,5.4,2020-01-12,23.1,2020-02-02
0201X,2020-21,"BARCELONA, DRASSANES",BARCELONA,11,134,134,57,12,0,0,43,0,32,12,16,15,44,0,4.6,3.6,2021-01-12,23.1,2021-01-29
0201X,2021-22,"BARCELONA, DRASSANES",BARCELONA,11,150,150,79,1,0,0,62,0,26,6,23,6,23,0,5.7,4.9,2022-01-23,24.0,2021-11-01
0201X,2022-23,"BARCELONA, DRASSANES",BARCELONA,11,151,151,70,9,0,0,61,0,54,33,13,18,20,0,4.8,2.0,2023-02-27,26.9,2023-03-11
0201X,2023-24,"BARCELONA, DRASSANES",BARCELONA,11,152,152,53,1,0,0,46,0,62,26,16,13,11,0,6.8,4.7,2024-01-13,26.4,2023-11-14
0201X,2024-25,"BARCELONA, DRASSANES",BARCELONA,11,150,150,57,0,0,0,50,0,43,24,23,14,57,0,6.9,5.5,2024-12-30,22.9,2024-11-05
0201X,2025-26,"BARCELONA, DRASSANES",BARCELONA,11,150,150,62,2,0,0,43,0,39,17,31,17,38,0,6.9,2.5,2026-01-07,23.7,2025-11-02
0222X,2017-18,CALDES DE MONTBUI,BARCELONA,175,151,151,147,119,41,5,89,30,30,13,22,8,35,12,-2.8,-5.3,2017-12-04,23.1,2018-03-28
0222X,2018-19,CALDES DE MONTBUI,BARCELONA,175,150,150,142,112,31,3,89,31,51,20,16,10,30,12,-2.6,-5.5,2019-01-11,25.0,2019-02-27
0222X,2019-20,CALDES DE MONTBUI,BARCELONA,175,152,152,143,87,16,0,88,11,39,18,15,6,36,5,-0.9,-2.4,2020-01-13,24.3,2019-11-02
0222X,2020-21,CALDES DE MONTBUI,BARCELONA,175,150,150,141,86,18,3,88,16,44,18,19,11,35,6,-2.2,-4.8,2021-01-06,24.9,2020-11-01
0222X,2021-22,CALDES DE MONTBUI,BARCELONA,175,149,149,146,101,31,6,88,29,27,14,19,4,43,12,-2.9,-4.6,2022-01-17,24.2,2022-02-18
0222X,2022-23,CALDES DE MONTBUI,BARCELONA,175,150,150,141,96,34,9,89,29,59,37,13,13,25,17,-3.3,-6.6,2023-01-22,26.1,2023-03-31
0222X,2023-24,CALDES DE MONTBUI,BARCELONA,175,152,152,144,90,23,0,91,22,69,32,17,15,14,7,-1.6,-2.9,2024-01-09,27.4,2023-11-14
0222X,2024-25,CALDES DE MONTBUI,BARCELONA,175,151,151,135,93,21,3,88,21,36,14,30,11,36,7,-1.5,-5.4,2025-01-14,22.4,2025-03-31
0222X,2025-26,CALDES DE MONTBUI,BARCELONA,175,148,148,141,98,15,2,86,5,38,16,40,9,52,4,-1.1,-4.4,2026-01-07,24.3,2025-11-01
0244X,2017-18,VILASSAR DE DALT,BARCELONA,56,151,151,129,27,0,0,83,0,40,21,23,6,37,0,2.5,0.0,2018-02-27,24.5,2017-11-04
0244X,2018-19,VILASSAR DE DALT,BARCELONA,56,139,139,104,15,0,0,77,0,52,26,15,7,30,0,4.1,2.9,2019-01-10,24.4,2019-03-24
0244X,2019-20,VILASSAR DE DALT,BARCELONA,56,147,147,102,3,0,0,65,0,54,21,21,7,22,0,5.5,4.0,2020-01-13,26.0,2019-11-02
0244X,2021-22,VILASSAR DE DALT,BARCELONA,56,151,151,108,14,0,0,80,0,23,10,20,4,33,0,4.2,3.0,2022-01-22,22.1,2022-02-17
0244X,2022-23,VILASSAR DE DALT,BARCELONA,56,150,150,89,18,0,0,73,0,60,33,14,16,20,0,3.7,1.1,2023-01-22,28.2,2023-03-11
0244X,2023-24,VILASSAR DE DALT,BARCELONA,56,152,152,95,3,0,0,72,0,62,26,21,12,14,0,5.8,3.7,2024-01-08,26.9,2023-11-14
0244X,2024-25,VILASSAR DE DALT,BARCELONA,56,150,150,95,3,0,0,72,0,42,20,27,11,36,0,5.8,3.0,2025-01-14,23.6,2024-11-05
0244X,2025-26,VILASSAR DE DALT,BARCELONA,56,151,151,97,11,0,0,65,0,42,20,33,17,49,0,4.6,1.4,2026-01-06,23.6,2025-11-01
0252D,2017-18,ARENYS DE MAR,BARCELONA,74,141,141,133,44,3,0,79,3,38,16,26,8,35,2,1.3,-1.3,2018-02-27,23.9,2017-11-04
0252D,2019-20,ARENYS DE MAR,BARCELONA,74,151,151,126,13,0,0,78,0,53,17,26,7,13,0,4.4,2.7,2020-01-13,24.4,2019-11-04
0252D,2020-21,ARENYS DE MAR,BARCELONA,74,151,151,119,34,0,0,84,0,41,14,17,15,41,0,1.9,1.1,2020-12-27,22.0,2020-11-02
0252D,2021-22,ARENYS DE MAR,BARCELONA,74,151,151,126,31,0,0,84,0,29,8,17,5,24,0,2.8,1.4,2022-01-15,22.9,2022-02-17
0252D,2022-23,ARENYS DE MAR,BARCELONA,74,151,151,112,32,2,0,83,2,66,34,14,21,21,2,2.3,-0.6,2023-01-22,25.6,2023-03-11
0252D,2023-24,ARENYS DE MAR,BARCELONA,74,152,152,111,12,0,0,82,0,66,28,0,11,14,0,4.6,1.9,2024-01-08,25.3,2024-03-22
0252D,2024-25,ARENYS DE MAR,BARCELONA,74,151,151,112,12,0,0,82,0,52,19,0,11,18,0,4.7,1.5,2025-01-15,24.1,2024-11-05
0255B,2017-18,SANTA SUSANNA,BARCELONA,40,151,151,147,116,19,1,90,18,25,8,0,5,40,7,-1.6,-3.1,2017-12-02,21.7,2017-11-04
0255B,2018-19,SANTA SUSANNA,BARCELONA,40,151,151,143,95,14,2,90,14,23,7,0,6,34,3,-0.9,-3.5,2019-02-04,21.6,2019-02-22
0255B,2019-20,SANTA SUSANNA,BARCELONA,40,151,151,144,83,3,0,87,2,17,7,29,6,26,2,0.8,-1.2,2020-01-13,23.5,2019-11-04
0255B,2020-21,SANTA SUSANNA,BARCELONA,40,151,151,138,88,16,0,88,15,17,0,16,4,60,5,-1.2,-3.0,2020-12-26,19.7,2020-11-02
0260X,2017-18,FOGARS DE MONTCLÚS,BARCELONA,936,151,151,147,109,31,9,88,25,3,0,30,1,106,8,-3.3,-5.4,2018-02-13,18.5,2017-11-23
0260X,2018-19,FOGARS DE MONTCLÚS,BARCELONA,936,151,151,147,95,13,0,89,13,15,3,21,4,78,5,-0.8,-2.9,2019-01-11,21.6,2019-02-27
0260X,2019-20,FOGARS DE MONTCLÚS,BARCELONA,936,141,141,136,76,2,0,78,0,9,5,27,2,57,2,0.7,-0.9,2020-03-26,21.1,2020-03-12
0260X,2020-21,FOGARS DE MONTCLÚS,BARCELONA,936,151,151,147,84,20,2,89,19,7,2,27,2,75,8,-1.2,-4.0,2021-01-06,23.2,2020-11-02
0260X,2021-22,FOGARS DE MONTCLÚS,BARCELONA,936,149,149,145,94,13,0,84,10,10,6,38,5,58,3,-0.6,-2.3,2022-01-06,22.9,2021-12-31
0260X,2022-23,FOGARS DE MONTCLÚS,BARCELONA,936,150,150,135,72,20,3,86,17,32,14,24,4,29,12,-1.8,-4.8,2023-02-27,22.6,2023-03-11
0260X,2023-24,FOGARS DE MONTCLÚS,BARCELONA,936,152,152,135,59,3,0,85,3,19,10,30,3,65,2,0.5,-1.2,2024-01-08,24.1,2023-11-14
0260X,2024-25,FOGARS DE MONTCLÚS,BARCELONA,936,151,151,144,81,4,0,90,3,4,1,35,1,102,2,0.4,-0.9,2025-02-09,20.9,2025-03-31
0260X,2025-26,FOGARS DE MONTCLÚS,BARCELONA,936,151,151,147,89,8,1,90,4,5,1,36,2,100,3,0.0,-3.2,2026-01-07,20.1,2025-11-01
0281Y,2017-18,BLANES,GIRONA,45,150,150,119,34,0,0,79,0,28,5,24,5,40,0,2.3,0.1,2018-02-27,22.6,2017-11-04
0281Y,2018-19,BLANES,GIRONA,45,151,151,105,13,0,0,77,0,38,10,15,9,34,0,4.1,0.7,2019-01-11,21.4,2018-11-04
0281Y,2019-20,BLANES,GIRONA,45,152,152,92,3,0,0,59,0,30,7,22,6,22,0,5.5,4.1,2020-03-27,23.7,2019-11-04
0281Y,2020-21,BLANES,GIRONA,45,151,151,97,18,0,0,67,0,32,6,16,7,60,0,3.0,1.6,2021-01-08,21.4,2020-11-01
0281Y,2021-22,BLANES,GIRONA,45,150,150,114,14,0,0,75,0,20,0,28,3,43,0,4.6,2.7,2022-01-22,19.7,2022-02-17
0281Y,2022-23,BLANES,GIRONA,45,150,150,88,23,0,0,67,0,51,24,18,24,34,0,2.7,0.0,2023-01-23,23.5,2022-11-02
0281Y,2023-24,BLANES,GIRONA,45,152,152,83,5,0,0,63,0,50,16,19,20,32,0,6.0,3.5,2024-01-09,23.8,2024-03-22
0281Y,2024-25,BLANES,GIRONA,45,151,151,86,5,0,0,68,0,39,16,30,11,41,0,5.7,1.8,2025-01-14,22.9,2024-11-10
0281Y,2025-26,BLANES,GIRONA,45,151,151,89,7,0,0,59,0,30,13,32,9,59,0,5.0,0.9,2026-01-07,22.4,2025-11-02
0284X,2017-18,CASTELL D'ARO,GIRONA,14,150,150,143,102,19,1,88,19,24,8,20,7,40,6,-1.2,-3.3,2018-02-09,23.1,2017-11-02
0284X,2018-19,CASTELL D'ARO,GIRONA,14,151,151,138,86,7,0,90,7,40,10,17,7,34,2,0.1,-2.3,2019-02-04,23.6,2019-02-22
0284X,2019-20,CASTELL D'ARO,GIRONA,14,152,152,137,62,1,0,83,1,30,10,23,6,22,1,1.7,-0.1,2020-01-13,23.8,2020-02-03
0284X,2020-21,CASTELL D'ARO,GIRONA,14,150,150,133,62,8,0,85,8,22,7,18,6,60,4,-0.1,-2.1,2021-01-04,22.3,2020-11-08
0284X,2021-22,CASTELL D'ARO,GIRONA,14,151,151,134,77,18,0,89,16,19,6,25,3,41,7,-1.1,-2.3,2022-01-13,21.7,2022-01-04
0284X,2022-23,CASTELL D'ARO,GIRONA,14,149,149,129,66,13,0,85,12,46,22,18,12,20,5,-0.8,-2.2,2023-01-19,24.0,2022-11-09
0284X,2023-24,CASTELL D'ARO,GIRONA,14,145,145,128,60,3,0,86,3,48,20,18,10,18,3,1.1,-1.3,2024-01-09,25.4,2023-11-13
0284X,2024-25,CASTELL D'ARO,GIRONA,14,151,151,127,58,3,0,87,3,33,13,33,11,56,3,1.2,-2.3,2025-01-15,23.6,2025-03-31
0284X,2025-26,CASTELL D'ARO,GIRONA,14,148,148,129,56,4,1,84,2,27,13,30,9,60,2,0.6,-3.4,2026-01-07,24.3,2025-11-01
0294B,2017-18,LA BISBAL (D'EMPORDA 3),GIRONA,51,151,151,142,108,23,1,89,21,37,16,22,8,35,5,-1.4,-3.5,2018-02-09,23.3,2017-11-02
0294B,2018-19,LA BISBAL (D'EMPORDA 3),GIRONA,51,151,151,140,90,11,0,89,11,57,22,16,9,17,5,-0.4,-1.2,2019-01-04,24.9,2019-03-23
0294B,2019-20,LA BISBAL (D'EMPORDA 3),GIRONA,51,152,152,139,69,3,0,85,2,46,17,24,6,20,2,1.2,-0.7,2020-01-12,24.7,2020-02-03
0294B,2020-21,LA BISBAL (D'EMPORDA 3),GIRONA,51,151,151,138,68,12,1,86,12,50,19,21,9,34,4,-0.7,-3.4,2021-01-04,22.5,2020-11-19
0294B,2021-22,LA BISBAL (D'EMPORDA 3),GIRONA,51,151,151,136,85,19,0,89,19,30,14,27,7,28,7,-2.0,-2.8,2022-01-17,23.4,2022-02-18
0294B,2022-23,LA BISBAL (D'EMPORDA 3),GIRONA,51,151,151,131,70,18,1,87,16,61,34,21,12,27,6,-1.6,-3.2,2023-01-30,25.4,2023-03-13
0294B,2023-24,LA BISBAL (D'EMPORDA 3),GIRONA,51,152,152,132,71,5,0,89,5,70,43,23,13,20,2,0.6,-2.3,2024-01-09,27.1,2023-11-14
0294B,2024-25,LA BISBAL (D'EMPORDA 3),GIRONA,51,151,151,129,57,8,2,86,8,42,17,37,11,32,4,-0.1,-3.5,2025-01-15,25.5,2025-03-31
0294B,2025-26,LA BISBAL (D'EMPORDA 3),GIRONA,51,123,123,104,53,6,1,56,4,31,19,26,9,51,2,0.3,-3.8,2026-01-07,24.5,2025-11-01
0312X,2017-18,SANT PAU DE SEGÚRIES,GIRONA,851,149,149,149,145,113,53,89,72,1,0,26,1,70,26,-7.0,-10.5,2018-02-09,18.2,2017-11-21
0312X,2018-19,SANT PAU DE SEGÚRIES,GIRONA,851,150,150,150,141,95,40,90,71,9,2,17,3,113,22,-5.5,-8.3,2019-01-11,22.3,2019-02-27
0312X,2019-20,SANT PAU DE SEGÚRIES,GIRONA,851,147,147,147,137,69,18,86,42,6,3,26,2,42,18,-4.3,-6.7,2020-01-12,21.4,2020-03-12
0312X,2020-21,SANT PAU DE SEGÚRIES,GIRONA,851,151,151,151,139,71,33,90,55,5,2,23,2,92,27,-6.0,-10.8,2021-01-06,21.5,2020-11-02
0312X,2021-22,SANT PAU DE SEGÚRIES,GIRONA,851,151,151,151,142,90,40,90,70,6,4,28,2,52,25,-7.0,-8.4,2022-01-15,22.1,2022-02-02
0312X,2022-23,SANT PAU DE SEGÚRIES,GIRONA,851,150,150,150,131,82,41,90,64,14,4,20,3,40,36,-7.2,-8.8,2023-03-05,23.0,2023-03-29
0312X,2023-24,SANT PAU DE SEGÚRIES,GIRONA,851,152,152,152,131,86,23,91,67,23,13,27,4,30,18,-4.6,-9.1,2024-01-09,22.6,2024-01-25
0312X,2024-25,SANT PAU DE SEGÚRIES,GIRONA,851,148,148,148,130,66,28,87,58,8,1,41,2,70,13,-5.1,-8.3,2025-01-14,23.7,2025-03-31
0312X,2025-26,SANT PAU DE SEGÚRIES,GIRONA,851,129,129,129,119,60,12,78,41,4,1,36,3,51,15,-3.9,-8.8,2026-01-07,20.0,2026-02-24
0320I,2017-18,PLANOLES,GIRONA,1151,150,150,150,143,90,28,89,64,5,0,34,2,61,18,-5.5,-9.5,2018-02-08,19.9,2018-01-22
0320I,2018-19,PLANOLES,GIRONA,1151,151,151,151,140,50,9,90,39,15,5,15,3,53,10,-3.4,-5.3,2019-01-24,22.5,2019-02-27
0320I,2019-20,PLANOLES,GIRONA,1151,152,152,152,139,46,6,91,24,8,6,32,3,93,10,-2.7,-4.7,2019-11-16,23.7,2020-03-12
0320I,2020-21,PLANOLES,GIRONA,1151,140,140,140,130,52,16,90,45,9,3,21,4,75,19,-5.2,-8.6,2021-01-06,21.8,2020-11-01
0320I,2021-22,PLANOLES,GIRONA,1151,151,151,151,141,55,11,90,40,11,5,25,5,41,12,-3.3,-4.6,2022-01-22,23.2,2022-01-01
0320I,2022-23,PLANOLES,GIRONA,1151,151,151,150,127,55,26,90,46,23,5,21,3,40,16,-4.7,-7.4,2023-02-10,22.5,2023-03-23
0320I,2023-24,PLANOLES,GIRONA,1151,152,152,151,119,35,6,91,22,24,12,25,7,30,6,-2.1,-5.1,2024-01-09,24.3,2023-11-14
0320I,2024-25,PLANOLES,GIRONA,1151,150,150,150,133,51,3,89,41,6,1,25,2,53,10,-2.6,-4.3,2025-01-13,23.5,2025-03-31
0320I,2025-26,PLANOLES,GIRONA,1151,127,127,127,122,42,9,66,24,12,2,30,6,72,7,-3.4,-6.2,2026-01-05,20.5,2026-02-24
0321,2017-18,CAMPDEVANOL,GIRONA,731,151,151,151,147,112,45,90,73,8,1,33,2,104,37,-5.6,-9.2,2018-02-09,20.3,2018-03-28
0321,2019-20,CAMPDEVANOL,GIRONA,731,152,152,152,138,57,13,91,38,13,5,30,3,89,10,-3.4,-5.8,2020-01-12,24.6,2020-03-12
0321,2020-21,CAMPDEVANOL,GIRONA,731,151,151,151,133,64,28,90,50,12,5,26,4,97,17,-5.2,-9.2,2021-01-06,22.4,2021-03-30
0321,2021-22,CAMPDEVANOL,GIRONA,731,151,151,151,137,77,29,90,61,9,3,22,2,53,24,-6.3,-8.1,2022-01-16,21.8,2022-02-03
0321,2022-23,CAMPDEVANOL,GIRONA,731,151,151,151,130,74,29,90,59,34,15,23,11,41,35,-5.3,-7.6,2023-01-30,25.0,2023-03-30
0321,2023-24,CAMPDEVANOL,GIRONA,731,152,152,152,126,67,14,91,56,31,17,28,11,32,12,-4.0,-7.3,2024-01-09,24.6,2024-03-21
0321,2024-25,CAMPDEVANOL,GIRONA,731,151,151,151,128,57,21,90,52,8,2,36,2,120,13,-4.3,-8.0,2025-01-14,25.4,2025-03-31
0321,2025-26,CAMPDEVANOL,GIRONA,731,151,151,151,132,59,10,90,44,17,6,41,6,100,13,-3.2,-8.0,2026-01-07,20.9,2026-03-17
0324A,2017-18,RIPOLL,GIRONA,675,143,143,143,136,98,42,83,64,5,1,26,1,42,22,-6.1,-8.3,2018-02-09,20.0,2018-03-28
0324A,2018-19,RIPOLL,GIRONA,675,143,143,143,129,71,25,89,62,17,8,15,4,101,20,-4.7,-7.9,2019-01-11,23.0,2019-02-27
0324A,2019-20,RIPOLL,GIRONA,675,143,143,143,123,42,5,89,31,9,5,23,3,54,10,-2.6,-5.1,2020-01-13,23.7,2020-03-12
0324A,2020-21,RIPOLL,GIRONA,675,148,148,147,126,54,18,87,42,13,8,24,5,55,13,-5.1,-8.7,2021-01-06,22.3,2021-03-30
0324A,2021-22,RIPOLL,GIRONA,675,147,147,147,128,71,27,86,58,6,2,22,2,35,24,-6.0,-7.7,2022-01-16,21.1,2022-02-03
0324A,2022-23,RIPOLL,GIRONA,675,136,136,136,119,68,29,83,55,26,9,14,6,31,21,-5.5,-7.6,2023-01-30,24.0,2023-03-13
0324A,2023-24,RIPOLL,GIRONA,675,150,150,150,126,66,15,89,57,25,14,20,11,64,12,-3.7,-7.5,2024-01-09,25.7,2024-03-21
0324A,2024-25,RIPOLL,GIRONA,675,151,151,150,125,56,21,90,52,7,2,31,3,143,13,-4.5,-8.1,2025-01-14,24.8,2025-03-31
0341,2017-18,TONA (ESCOLA),BARCELONA,607,151,151,150,140,81,27,90,58,8,2,24,3,104,14,-4.8,-6.6,2018-02-27,20.6,2018-03-10
0341,2018-19,TONA (ESCOLA),BARCELONA,607,151,151,151,132,57,11,90,49,22,8,20,5,99,17,-3.5,-7.0,2019-01-11,23.3,2019-02-27
0341,2019-20,TONA (ESCOLA),BARCELONA,607,152,152,148,117,30,2,90,20,7,5,27,2,90,8,-1.9,-4.0,2020-01-13,21.7,2020-03-11
0341,2020-21,TONA (ESCOLA),BARCELONA,607,151,151,149,119,42,10,90,35,8,2,23,4,92,12,-3.3,-7.7,2021-01-06,24.3,2020-11-02
0341,2021-22,TONA (ESCOLA),BARCELONA,607,151,151,151,122,67,22,90,58,5,2,20,1,53,24,-4.9,-6.5,2022-01-16,21.5,2022-02-18
0341,2022-23,TONA (ESCOLA),BARCELONA,607,151,151,145,112,57,19,90,45,39,17,17,7,48,20,-4.3,-7.5,2023-01-22,24.0,2023-03-30
0341,2023-24,TONA (ESCOLA),BARCELONA,607,152,152,152,112,36,3,91,31,26,12,23,7,64,8,-2.3,-6.0,2024-01-09,23.6,2024-03-22
0341,2024-25,TONA (ESCOLA),BARCELONA,607,151,151,147,107,37,5,90,36,5,2,34,2,144,7,-2.7,-6.9,2025-01-14,23.8,2025-03-31
0341,2025-26,TONA (ESCOLA),BARCELONA,607,120,120,117,97,28,4,89,20,9,3,30,3,99,5,-2.4,-6.5,2026-01-07,20.8,2026-02-24
0341X,2017-18,TONA,BARCELONA,607,150,150,149,139,77,27,90,55,12,2,14,4,82,12,-4.6,-6.3,2018-02-09,21.0,2018-03-10
0341X,2018-19,TONA,BARCELONA,607,149,149,149,129,52,9,88,45,20,12,18,5,51,12,-3.2,-6.8,2019-01-11,23.8,2019-02-27
0341X,2019-20,TONA,BARCELONA,607,151,151,147,113,28,2,89,19,8,5,26,2,57,8,-1.7,-3.7,2020-01-13,22.3,2020-03-11
0341X,2020-21,TONA,BARCELONA,607,143,143,141,105,40,10,82,34,11,3,23,4,71,12,-3.1,-7.5,2021-01-06,24.7,2020-11-02
0341X,2021-22,TONA,BARCELONA,607,149,149,147,117,60,17,90,53,6,2,19,2,53,24,-4.6,-6.0,2022-01-16,21.9,2022-02-18
0341X,2022-23,TONA,BARCELONA,607,142,142,136,102,43,16,89,39,38,18,14,6,48,19,-4.2,-7.2,2023-01-22,24.1,2023-03-30
0341X,2023-24,TONA,BARCELONA,607,146,146,143,103,29,3,84,26,28,14,24,7,29,8,-2.3,-5.7,2024-01-09,24.0,2024-03-22
0349,2018-19,SANT JULIÀ  DE VILATORTA,BARCELONA,578,151,151,151,137,70,25,90,59,23,9,16,6,95,20,-4.5,-7.9,2019-01-11,23.1,2019-02-27
0349,2019-20,SANT JULIÀ  DE VILATORTA,BARCELONA,578,147,147,147,128,45,5,87,27,13,4,19,3,72,9,-2.8,-5.1,2020-01-13,24.5,2020-03-12
0349,2020-21,SANT JULIÀ  DE VILATORTA,BARCELONA,578,121,121,120,106,41,12,74,33,9,3,15,3,24,9,-4.1,-8.1,2021-01-06,22.4,2021-03-30
0349,2021-22,SANT JULIÀ  DE VILATORTA,BARCELONA,578,137,137,137,120,63,27,82,52,6,1,21,1,29,18,-5.2,-6.6,2022-01-17,21.8,2022-02-18
0349,2022-23,SANT JULIÀ  DE VILATORTA,BARCELONA,578,138,138,137,113,58,29,81,47,34,16,14,9,40,20,-5.7,-8.7,2023-01-22,25.1,2023-03-30
0349,2023-24,SANT JULIÀ  DE VILATORTA,BARCELONA,578,148,148,148,117,52,15,88,43,29,16,24,11,30,8,-3.7,-6.8,2024-01-09,25.3,2024-03-22
